name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Hugo Lloris,€4.00m,Goalkeeper,"Dec 26, 1986 (36)",France,"1,88m",left,"Aug 31, 2012","Jun 30, 2024"
Fraser Forster,€1.50m,Goalkeeper,"Mar 17, 1988 (35)",England,"2,01m",right,"Jul 1, 2022","Jun 30, 2024"
Alfie Whiteman,€500k,Goalkeeper,"Oct 2, 1998 (24)",England,"1,88m",right,"Jul 1, 2019","Jun 30, 2025"
Brandon Austin,€300k,Goalkeeper,"Jan 8, 1999 (24)",England,"1,88m",right,"Aug 1, 2021","Jun 30, 2024"
Cristian Romero,€60.00m,Centre-Back,"Apr 27, 1998 (24)",Argentina,"1,85m",right,"Aug 30, 2022","Jun 30, 2027"
Eric Dier,€25.00m,Centre-Back,"Jan 15, 1994 (29)",England,"1,88m",right,"Jul 31, 2014","Jun 30, 2024"
Davinson Sánchez,€20.00m,Centre-Back,"Jun 12, 1996 (26)",Colombia,"1,87m",right,"Aug 23, 2017","Jun 30, 2024"
Clément Lenglet,€12.00m,Centre-Back,"Jun 17, 1995 (27)",France,"1,86m",left,"Jul 8, 2022","Jun 30, 2023"
Japhet Tanganga,€9.00m,Centre-Back,"Mar 31, 1999 (24)",England,"1,84m",right,"Jan 1, 2020","Jun 30, 2025"
Ben Davies,€20.00m,Left-Back,"Apr 24, 1993 (29)",Wales,"1,81m",left,"Jul 23, 2014","Jun 30, 2025"
Pedro Porro,€35.00m,Right-Back,"Sep 13, 1999 (23)",Spain,"1,73m",right,"Jan 31, 2023","Jun 30, 2023"
Emerson Royal,€25.00m,Right-Back,"Jan 14, 1999 (24)",Brazil,"1,83m",right,"Aug 31, 2021","Jun 30, 2026"
Oliver Skipp,€15.00m,Defensive Midfield,"Sep 16, 2000 (22)",England,"1,75m",right,"Jul 1, 2018","Jun 30, 2027"
Pierre-Emile Höjbjerg,€45.00m,Central Midfield,"Aug 5, 1995 (27)",Denmark,"1,85m",right,"Aug 11, 2020","Jun 30, 2025"
Rodrigo Bentancur,€40.00m,Central Midfield,"Jun 25, 1997 (25)",Uruguay,"1,87m",right,"Jan 31, 2022","Jun 30, 2026"
Yves Bissouma,€25.00m,Central Midfield,"Aug 30, 1996 (26)",Mali,"1,82m",right,"Jul 1, 2022","Jun 30, 2026"
Pape Matar Sarr,€15.00m,Central Midfield,"Sep 14, 2002 (20)",Senegal,"1,84m",right,"Aug 27, 2021","Jun 30, 2026"
Ryan Sessegnon,€22.00m,Left Midfield,"May 18, 2000 (22)",England,"1,78m",left,"Aug 8, 2019","Jun 30, 2025"
Ivan Perisic,€10.00m,Left Midfield,"Feb 2, 1989 (34)",Croatia,"1,86m",both,"Jul 1, 2022","Jun 30, 2024"
Heung-min Son,€60.00m,Left Winger,"Jul 8, 1992 (30)","Korea, South","1,84m",both,"Aug 28, 2015","Jun 30, 2025"
Arnaut Danjuma,€27.00m,Left Winger,"Jan 31, 1997 (26)",Netherlands,"1,78m",right,"Jan 25, 2023","Jun 30, 2023"
Dejan Kulusevski,€55.00m,Right Winger,"Apr 25, 2000 (22)",Sweden,"1,86m",left,"Jan 31, 2022","Jun 30, 2023"
Lucas Moura,€9.00m,Right Winger,"Aug 13, 1992 (30)",Brazil,"1,72m",right,"Jan 31, 2018","Jun 30, 2023"
Harry Kane,€90.00m,Centre-Forward,"Jul 28, 1993 (29)",England,"1,88m",right,"Jan 1, 2011","Jun 30, 2024"
Richarlison,€55.00m,Centre-Forward,"May 10, 1997 (25)",Brazil,"1,84m",right,"Jul 1, 2022","Jun 30, 2027"
David Raya,€25.00m,Goalkeeper,"Sep 15, 1995 (27)",Spain,"1,83m",right,"Jul 6, 2019","Jun 30, 2024"
Thomas Strakosha,€4.00m,Goalkeeper,"Mar 19, 1995 (28)",Albania,"1,93m",right,"Jul 14, 2022","Jun 30, 2026"
Matthew Cox,-,Goalkeeper,"May 2, 2003 (19)",England,-,,"Jul 1, 2022","Jun 30, 2028"
Kristoffer Ajer,€16.00m,Centre-Back,"Apr 17, 1998 (24)",Norway,"1,98m",right,"Jul 21, 2021","Jun 30, 2026"
Ethan Pinnock,€12.00m,Centre-Back,"May 29, 1993 (29)",Jamaica,"1,94m",left,"Jul 2, 2019","Jun 30, 2025"
Pontus Jansson,€5.00m,Centre-Back,"Feb 13, 1991 (32)",Sweden,"1,96m",right,"Jul 8, 2019","Jun 30, 2023"
Ben Mee,€1.80m,Centre-Back,"Sep 21, 1989 (33)",England,"1,80m",left,"Jul 22, 2022","Jun 30, 2024"
Zanka,€1.50m,Centre-Back,"Apr 23, 1990 (32)",Denmark,"1,89m",right,"Sep 9, 2021","Jun 30, 2023"
Rico Henry,€22.00m,Left-Back,"Jul 8, 1997 (25)",England,"1,70m",left,"Aug 31, 2016","Jun 30, 2026"
Aaron Hickey,€18.00m,Left-Back,"Jun 10, 2002 (20)",Scotland,"1,85m",both,"Jul 9, 2022","Jun 30, 2026"
Mads Roerslev,€2.20m,Right-Back,"Jun 24, 1999 (23)",Denmark,"1,84m",right,"Aug 7, 2019","Jun 30, 2026"
Fin Stevens,€400k,Right-Back,"Apr 10, 2003 (19)",Wales,"1,79m",right,"Jul 1, 2022","Jun 30, 2027"
Vitaly Janelt,€16.00m,Defensive Midfield,"May 10, 1998 (24)",Germany,"1,84m",left,"Oct 3, 2020","Jun 30, 2026"
Christian Nörgaard,€14.00m,Defensive Midfield,"Mar 10, 1994 (29)",Denmark,"1,87m",right,"Jul 1, 2019","Jun 30, 2025"
Mathias Jensen,€14.00m,Central Midfield,"Jan 1, 1996 (27)",Denmark,"1,80m",right,"Jul 10, 2019","Jun 30, 2026"
Josh Dasilva,€9.00m,Central Midfield,"Oct 23, 1998 (24)",England,"1,84m",left,"Aug 21, 2018","Jun 30, 2024"
Frank Onyeka,€9.00m,Central Midfield,"Jan 1, 1998 (25)",Nigeria,"1,83m",right,"Jul 20, 2021","Jun 30, 2026"
Shandon Baptiste,€3.00m,Central Midfield,"Apr 8, 1998 (24)",Grenada,"1,80m",right,"Jan 31, 2020","Jun 30, 2024"
Saman Ghoddos,€2.20m,Attacking Midfield,"Sep 6, 1993 (29)",Iran,"1,75m",right,"Jan 14, 2021","Jun 30, 2023"
Yoane Wissa,€15.00m,Left Winger,"Sep 3, 1996 (26)",DR Congo,"1,76m",right,"Aug 10, 2021","Jun 30, 2025"
Keane Lewis-Potter,€15.00m,Left Winger,"Feb 22, 2001 (22)",England,"1,70m",right,"Jul 12, 2022","Jun 30, 2028"
Mikkel Damsgaard,€15.00m,Left Winger,"Jul 3, 2000 (22)",Denmark,"1,80m",right,"Aug 10, 2022","Jun 30, 2027"
Bryan Mbeumo,€28.00m,Right Winger,"Aug 7, 1999 (23)",Cameroon,"1,71m",left,"Aug 5, 2019","Jun 30, 2026"
Kevin Schade,€20.00m,Right Winger,"Nov 27, 2001 (21)",Germany,"1,85m",right,"Jan 4, 2023","Jun 30, 2023"
Ivan Toney,€50.00m,Centre-Forward,"Mar 16, 1996 (27)",England,"1,85m",right,"Sep 1, 2020","Jun 30, 2025"
Neto,€2.50m,Goalkeeper,"Jul 19, 1989 (33)",Brazil,"1,90m",right,"Aug 7, 2022","Jun 30, 2026"
Mark Travers,€2.00m,Goalkeeper,"May 18, 1999 (23)",Ireland,"1,91m",right,"Jul 1, 2020","Jun 30, 2027"
Darren Randolph,€500k,Goalkeeper,"May 12, 1987 (35)",Ireland,"1,87m",right,"Jan 26, 2023","Jun 30, 2024"
Ilya Zabarnyi,€18.00m,Centre-Back,"Sep 1, 2002 (20)",Ukraine,"1,89m",right,"Jan 31, 2023","Jun 30, 2028"
Marcos Senesi,€17.00m,Centre-Back,"May 10, 1997 (25)",Argentina,"1,85m",left,"Aug 8, 2022","Jun 30, 2026"
Lloyd Kelly,€15.00m,Centre-Back,"Oct 6, 1998 (24)",England,"1,90m",left,"Jul 1, 2019","Jun 30, 2024"
Chris Mepham,€6.00m,Centre-Back,"Nov 5, 1997 (25)",Wales,"1,90m",right,"Jan 22, 2019","Jun 30, 2025"
Jack Stephens,€5.00m,Centre-Back,"Jan 27, 1994 (29)",England,"1,85m",right,"Sep 1, 2022","May 31, 2023"
Matías Viña,€6.00m,Left-Back,"Nov 9, 1997 (25)",Uruguay,"1,75m",left,"Jan 30, 2023","Jun 30, 2023"
Jordan Zemura,€4.00m,Left-Back,"Nov 14, 1999 (23)",Zimbabwe,"1,73m",left,"Aug 1, 2020","Jun 30, 2023"
Jack Stacey,€3.00m,Right-Back,"Apr 6, 1996 (26)",England,"1,80m",right,"Jul 8, 2019","Jun 30, 2023"
Ryan Fredericks,€2.00m,Right-Back,"Oct 10, 1992 (30)",England,"1,81m",right,"Jul 1, 2022","Jun 30, 2024"
Adam Smith,€1.50m,Right-Back,"Apr 29, 1991 (31)",England,"1,74m",right,"Jan 28, 2014","Jun 30, 2024"
Jefferson Lerma,€15.00m,Defensive Midfield,"Oct 25, 1994 (28)",Colombia,"1,79m",right,"Aug 7, 2018","Jun 30, 2023"
Philip Billing,€18.00m,Central Midfield,"Jun 11, 1996 (26)",Denmark,"1,93m",left,"Jul 29, 2019","Jun 30, 2024"
Marcus Tavernier,€15.00m,Central Midfield,"Mar 22, 1999 (24)",England,"1,78m",left,"Aug 1, 2022","Jun 30, 2027"
Lewis Cook,€10.00m,Central Midfield,"Feb 3, 1997 (26)",England,"1,75m",right,"Jul 8, 2016","Jun 30, 2025"
Joe Rothwell,€3.50m,Central Midfield,"Jan 11, 1995 (28)",England,"1,85m",right,"Jul 1, 2022","Jun 30, 2026"
Hamed Junior Traorè,€22.00m,Attacking Midfield,"Feb 16, 2000 (23)",Cote d'Ivoire,"1,77m",right,"Jan 31, 2023","Jun 30, 2023"
Ryan Christie,€9.00m,Attacking Midfield,"Feb 22, 1995 (28)",Scotland,"1,78m",left,"Aug 31, 2021","Jun 30, 2024"
Jaidon Anthony,€5.00m,Left Winger,"Dec 1, 1999 (23)",England,"1,83m",right,"Aug 1, 2020","Jun 30, 2027"
Junior Stanislas,€700k,Left Winger,"Nov 26, 1989 (33)",England,"1,83m",right,"Jul 1, 2014","Jun 30, 2023"
Dango Ouattara,€20.00m,Right Winger,"Feb 11, 2002 (21)",Burkina Faso,"1,77m",left,"Jan 19, 2023","Jun 30, 2028"
David Brooks,€12.00m,Right Winger,"Jul 8, 1997 (25)",Wales,"1,73m",left,"Jul 1, 2018","Jun 30, 2026"
Dominic Solanke,€18.00m,Centre-Forward,"Sep 14, 1997 (25)",England,"1,86m",right,"Jan 4, 2019","Jun 30, 2026"
Antoine Semenyo,€9.00m,Centre-Forward,"Jan 7, 2000 (23)",Ghana,"1,85m",right,"Jan 27, 2023","Jun 30, 2027"
Kieffer Moore,€4.00m,Centre-Forward,"Aug 8, 1992 (30)",Wales,"1,96m",right,"Jan 31, 2022","Jun 30, 2025"
Jordan Pickford,€25.00m,Goalkeeper,"Mar 7, 1994 (29)",England,"1,85m",left,"Jul 1, 2017","Jun 30, 2027"
Asmir Begovic,€1.00m,Goalkeeper,"Jun 20, 1987 (35)",Bosnia-Herzegovina,"1,99m",right,"Jul 20, 2021","Jun 30, 2023"
Andy Lonergan,€200k,Goalkeeper,"Oct 19, 1983 (39)",England,"1,93m",left,"Aug 20, 2021","Jun 30, 2023"
James Tarkowski,€22.00m,Centre-Back,"Nov 19, 1992 (30)",England,"1,85m",right,"Jul 2, 2022","Jun 30, 2026"
Conor Coady,€18.00m,Centre-Back,"Feb 25, 1993 (30)",England,"1,85m",right,"Aug 8, 2022","Jun 30, 2023"
Ben Godfrey,€15.00m,Centre-Back,"Jan 15, 1998 (25)",England,"1,84m",right,"Oct 5, 2020","Jun 30, 2025"
Mason Holgate,€12.00m,Centre-Back,"Oct 22, 1996 (26)",England,"1,87m",right,"Aug 13, 2015","Jun 30, 2025"
Yerry Mina,€12.00m,Centre-Back,"Sep 23, 1994 (28)",Colombia,"1,95m",right,"Aug 9, 2018","Jun 30, 2023"
Michael Keane,€10.00m,Centre-Back,"Jan 11, 1993 (30)",England,"1,88m",right,"Jul 3, 2017","Jun 30, 2025"
Vitaliy Mykolenko,€22.00m,Left-Back,"May 29, 1999 (23)",Ukraine,"1,80m",left,"Jan 1, 2022","Jun 30, 2026"
Rúben Vinagre,€5.00m,Left-Back,"Apr 9, 1999 (23)",Portugal,"1,74m",left,"Jul 27, 2022","Jun 30, 2023"
Nathan Patterson,€14.00m,Right-Back,"Oct 16, 2001 (21)",Scotland,"1,89m",right,"Jan 4, 2022","Jun 30, 2027"
Seamus Coleman,€1.20m,Right-Back,"Oct 11, 1988 (34)",Ireland,"1,77m",right,"Jan 1, 2009","Jun 30, 2023"
Amadou Onana,€42.00m,Defensive Midfield,"Aug 16, 2001 (21)",Belgium,"1,95m",right,"Aug 9, 2022","Jun 30, 2027"
James Garner,€14.00m,Defensive Midfield,"Mar 13, 2001 (22)",England,"1,82m",right,"Sep 1, 2022","Jun 30, 2026"
Abdoulaye Doucouré,€12.00m,Central Midfield,"Jan 1, 1993 (30)",Mali,"1,83m",right,"Sep 8, 2020","Jun 30, 2023"
Tom Davies,€12.00m,Central Midfield,"Jun 30, 1998 (24)",England,"1,80m",right,"Jan 1, 2017","Jun 30, 2023"
Idrissa Gueye,€8.00m,Central Midfield,"Sep 26, 1989 (33)",Senegal,"1,74m",right,"Sep 1, 2022","Jun 30, 2024"
Alex Iwobi,€25.00m,Attacking Midfield,"May 3, 1996 (26)",Nigeria,"1,83m",right,"Aug 8, 2019","Jun 30, 2024"
Demarai Gray,€20.00m,Left Winger,"Jun 28, 1996 (26)",England,"1,83m",right,"Jul 22, 2021","Jun 30, 2024"
Dwight McNeil,€18.00m,Left Winger,"Nov 22, 1999 (23)",England,"1,83m",left,"Jul 28, 2022","Jun 30, 2027"
Andros Townsend,€2.50m,Right Winger,"Jul 16, 1991 (31)",England,"1,81m",left,"Jul 20, 2021","Jun 30, 2023"
Dominic Calvert-Lewin,€25.00m,Centre-Forward,"Mar 16, 1997 (26)",England,"1,89m",right,"Aug 31, 2016","Jun 30, 2025"
Neal Maupay,€13.00m,Centre-Forward,"Aug 14, 1996 (26)",France,"1,73m",right,"Aug 26, 2022","Jun 30, 2025"
Ellis Simms,€4.00m,Centre-Forward,"Jan 5, 2001 (22)",England,"1,91m",right,"Jan 1, 2023","Jun 30, 2024"
Edouard Mendy,€18.00m,Goalkeeper,"Mar 1, 1992 (31)",Senegal,"1,94m",right,"Sep 24, 2020","Jun 30, 2025"
Kepa Arrizabalaga,€15.00m,Goalkeeper,"Oct 3, 1994 (28)",Spain,"1,86m",right,"Aug 8, 2018","Jun 30, 2025"
Gabriel Slonina,€8.00m,Goalkeeper,"May 15, 2004 (18)",United States,"1,93m",right,"Aug 2, 2022","Jun 30, 2028"
Marcus Bettinelli,€2.00m,Goalkeeper,"May 24, 1992 (30)",England,"1,93m",right,"Jul 28, 2021","Jun 30, 2026"
Wesley Fofana,€65.00m,Centre-Back,"Dec 17, 2000 (22)",France,"1,86m",right,"Aug 31, 2022","Jun 30, 2029"
Benoît Badiashile,€40.00m,Centre-Back,"Mar 26, 2001 (22)",France,"1,94m",left,"Jan 5, 2023","Jun 30, 2030"
Kalidou Koulibaly,€25.00m,Centre-Back,"Jun 20, 1991 (31)",Senegal,"1,86m",right,"Jul 16, 2022","Jun 30, 2026"
Trevoh Chalobah,€22.00m,Centre-Back,"Jul 5, 1999 (23)",England,"1,92m",right,"Jul 1, 2021","Jun 30, 2028"
Thiago Silva,€2.50m,Centre-Back,"Sep 22, 1984 (38)",Brazil,"1,81m",right,"Aug 28, 2020","Jun 30, 2024"
Marc Cucurella,€40.00m,Left-Back,"Jul 22, 1998 (24)",Spain,"1,73m",left,"Aug 5, 2022","Jun 30, 2028"
Ben Chilwell,€35.00m,Left-Back,"Dec 21, 1996 (26)",England,"1,80m",left,"Aug 26, 2020","Jun 30, 2025"
Lewis Hall,€8.00m,Left-Back,"Sep 8, 2004 (18)",England,"1,79m",left,-,"Jun 30, 2025"
Reece James,€70.00m,Right-Back,"Dec 8, 1999 (23)",England,"1,80m",right,"Jul 1, 2019","Jun 30, 2028"
César Azpilicueta,€8.00m,Right-Back,"Aug 28, 1989 (33)",Spain,"1,78m",right,"Aug 24, 2012","Jun 30, 2024"
N'Golo Kanté,€20.00m,Defensive Midfield,"Mar 29, 1991 (32)",France,"1,71m",right,"Jul 16, 2016","Jun 30, 2023"
Denis Zakaria,€20.00m,Defensive Midfield,"Nov 20, 1996 (26)",Switzerland,"1,90m",right,"Sep 1, 2022","Jun 30, 2023"
Enzo Fernández,€85.00m,Central Midfield,"Jan 17, 2001 (22)",Argentina,"1,78m",right,"Jan 31, 2023","Jun 30, 2031"
Mateo Kovacic,€40.00m,Central Midfield,"May 6, 1994 (28)",Croatia,"1,77m",right,"Jul 1, 2019","Jun 30, 2024"
Conor Gallagher,€32.00m,Central Midfield,"Feb 6, 2000 (23)",England,"1,82m",right,"Jul 1, 2022","Jun 30, 2025"
Ruben Loftus-Cheek,€25.00m,Central Midfield,"Jan 23, 1996 (27)",England,"1,91m",right,"Jan 1, 2015","Jun 30, 2024"
Carney Chukwuemeka,€15.00m,Central Midfield,"Oct 20, 2003 (19)",England,"1,87m",right,"Aug 4, 2022","Jun 30, 2028"
Mason Mount,€65.00m,Attacking Midfield,"Jan 10, 1999 (24)",England,"1,81m",right,"Jul 1, 2019","Jun 30, 2024"
Kai Havertz,€60.00m,Attacking Midfield,"Jun 11, 1999 (23)",Germany,"1,93m",left,"Sep 4, 2020","Jun 30, 2025"
Mykhaylo Mudryk,€60.00m,Left Winger,"Jan 5, 2001 (22)",Ukraine,"1,75m",right,"Jan 15, 2023","Jun 30, 2031"
Raheem Sterling,€60.00m,Left Winger,"Dec 8, 1994 (28)",England,"1,70m",right,"Jul 13, 2022","Jun 30, 2027"
Christian Pulisic,€32.00m,Right Winger,"Sep 18, 1998 (24)",United States,"1,77m",right,"Jan 2, 2019","Jun 30, 2024"
Noni Madueke,€28.00m,Right Winger,"Mar 10, 2002 (21)",England,"1,82m",left,"Jan 20, 2023","Jun 30, 2030"
Hakim Ziyech,€18.00m,Right Winger,"Mar 19, 1993 (30)",Morocco,"1,81m",left,"Jul 1, 2020","Jun 30, 2025"
João Félix,€50.00m,Second Striker,"Nov 10, 1999 (23)",Portugal,"1,81m",right,"Jan 11, 2023","Jun 30, 2023"
Armando Broja,€30.00m,Centre-Forward,"Sep 10, 2001 (21)",Albania,"1,91m",right,"Jul 1, 2022","Jun 30, 2028"
David Datro Fofana,€10.00m,Centre-Forward,"Dec 22, 2002 (20)",Cote d'Ivoire,"1,81m",right,"Jan 1, 2023","Jun 30, 2029"
Pierre-Emerick Aubameyang,€7.00m,Centre-Forward,"Jun 18, 1989 (33)",Gabon,"1,86m",right,"Sep 1, 2022","Jun 30, 2024"
Bernd Leno,€10.00m,Goalkeeper,"Mar 4, 1992 (31)",Germany,"1,90m",right,"Aug 2, 2022","Jun 30, 2025"
Marek Rodak,€3.50m,Goalkeeper,"Dec 13, 1996 (26)",Slovakia,"1,94m",right,"Jul 1, 2019","Jun 30, 2024"
Issa Diop,€18.00m,Centre-Back,"Jan 9, 1997 (26)",France,"1,94m",right,"Aug 10, 2022","Jun 30, 2027"
Tosin Adarabioyo,€15.00m,Centre-Back,"Sep 24, 1997 (25)",England,"1,96m",right,"Oct 5, 2020","Jun 30, 2023"
Shane Duffy,€2.50m,Centre-Back,"Jan 1, 1992 (31)",Ireland,"1,93m",right,"Jan 31, 2023","Jun 30, 2023"
Tim Ream,€1.00m,Centre-Back,"Oct 5, 1987 (35)",United States,"1,86m",left,"Aug 20, 2015","Jun 30, 2024"
Antonee Robinson,€12.00m,Left-Back,"Aug 8, 1997 (25)",United States,"1,83m",left,"Aug 20, 2020","Jun 30, 2024"
Layvin Kurzawa,€4.00m,Left-Back,"Sep 4, 1992 (30)",France,"1,82m",left,"Sep 1, 2022","Jun 30, 2023"
Kenny Tete,€12.00m,Right-Back,"Oct 9, 1995 (27)",Netherlands,"1,80m",right,"Sep 10, 2020","Jun 30, 2024"
Cédric Soares,€4.00m,Right-Back,"Aug 31, 1991 (31)",Portugal,"1,71m",right,"Jan 31, 2023","Jun 30, 2023"
João Palhinha,€35.00m,Defensive Midfield,"Jul 9, 1995 (27)",Portugal,"1,90m",right,"Jul 4, 2022","Jun 30, 2027"
Harrison Reed,€15.00m,Central Midfield,"Jan 27, 1995 (28)",England,"1,81m",right,"Aug 30, 2020","Jun 30, 2024"
Sasa Lukic,€13.00m,Central Midfield,"Aug 13, 1996 (26)",Serbia,"1,83m",right,"Jan 31, 2023","Jun 30, 2027"
Tom Cairney,€2.00m,Central Midfield,"Jan 20, 1991 (32)",Scotland,"1,85m",left,"Jul 1, 2015","Jun 30, 2024"
Tyrese Francois,€500k,Central Midfield,"Jul 16, 2000 (22)",Australia,"1,73m",left,"Jul 1, 2021","Jun 30, 2024"
Andreas Pereira,€16.00m,Attacking Midfield,"Jan 1, 1996 (27)",Brazil,"1,78m",right,"Jul 11, 2022","Jun 30, 2026"
Bobby De Cordova-Reid,€7.00m,Attacking Midfield,"Feb 2, 1993 (30)",Jamaica,"1,70m",right,"Jan 24, 2020","Jun 30, 2024"
Manor Solomon,€18.00m,Left Winger,"Jul 24, 1999 (23)",Israel,"1,70m",right,"Jul 25, 2022","Jun 30, 2023"
Neeskens Kebano,€3.00m,Left Winger,"Mar 10, 1992 (31)",DR Congo,"1,70m",right,"Aug 26, 2016","Jun 30, 2023"
Willian,€3.00m,Left Winger,"Aug 9, 1988 (34)",Brazil,"1,75m",right,"Sep 1, 2022","Jun 30, 2023"
Harry Wilson,€13.00m,Right Winger,"Mar 22, 1997 (26)",Wales,"1,73m",left,"Jul 24, 2021","Jun 30, 2026"
Daniel James,€13.00m,Right Winger,"Nov 10, 1997 (25)",Wales,"1,71m",right,"Sep 1, 2022","May 31, 2023"
Aleksandar Mitrović,€28.00m,Centre-Forward,"Sep 16, 1994 (28)",Serbia,"1,89m",right,"Jul 30, 2018","Jun 30, 2026"
Carlos Vinícius,€5.00m,Centre-Forward,"Mar 25, 1995 (28)",Brazil,"1,90m",left,"Sep 1, 2022","Jun 30, 2025"
Illan Meslier,€22.00m,Goalkeeper,"Mar 2, 2000 (23)",France,"1,97m",left,"Jul 27, 2020","Jun 30, 2026"
Kristoffer Klaesson,€2.00m,Goalkeeper,"Nov 27, 2000 (22)",Norway,"1,89m",left,"Jul 31, 2021","Jun 30, 2025"
Joel Robles,€1.20m,Goalkeeper,"Jun 17, 1990 (32)",Spain,"1,97m",right,"Aug 9, 2022","Jun 30, 2023"
Robin Koch,€18.00m,Centre-Back,"Jul 17, 1996 (26)",Germany,"1,91m",right,"Aug 29, 2020","Jun 30, 2024"
Maximilian Wöber,€12.00m,Centre-Back,"Feb 4, 1998 (25)",Austria,"1,88m",left,"Jan 3, 2023","Jun 30, 2027"
Liam Cooper,€5.00m,Centre-Back,"Aug 30, 1991 (31)",Scotland,"1,86m",left,"Aug 13, 2014","Jun 30, 2024"
Pascal Struijk,€20.00m,Left-Back,"Aug 11, 1999 (23)",Netherlands,"1,90m",left,"Jan 1, 2020","Jun 30, 2027"
Junior Firpo,€12.00m,Left-Back,"Aug 22, 1996 (26)",Dominican Republic,"1,84m",left,"Jul 6, 2021","Jun 30, 2025"
Rasmus Kristensen,€15.00m,Right-Back,"Jul 11, 1997 (25)",Denmark,"1,87m",right,"Jul 1, 2022","Jun 30, 2027"
Luke Ayling,€2.00m,Right-Back,"Aug 25, 1991 (31)",England,"1,83m",right,"Aug 11, 2016","Jun 30, 2024"
Stuart Dallas,€2.00m,Right-Back,"Apr 19, 1991 (31)",Northern Ireland,"1,83m",right,"Aug 4, 2015","Jun 30, 2024"
Tyler Adams,€20.00m,Defensive Midfield,"Feb 14, 1999 (24)",United States,"1,75m",right,"Jul 6, 2022","Jun 30, 2027"
Marc Roca,€15.00m,Defensive Midfield,"Nov 26, 1996 (26)",Spain,"1,84m",left,"Jul 1, 2022","Jun 30, 2026"
Weston McKennie,€21.00m,Central Midfield,"Aug 28, 1998 (24)",United States,"1,85m",right,"Jan 30, 2023","Jun 30, 2023"
Adam Forshaw,€1.80m,Central Midfield,"Oct 8, 1991 (31)",England,"1,75m",right,"Jan 18, 2018","Jun 30, 2023"
Brenden Aaronson,€30.00m,Attacking Midfield,"Oct 22, 2000 (22)",United States,"1,77m",right,"Jul 1, 2022","Jun 30, 2027"
Sam Greenwood,€4.00m,Attacking Midfield,"Jan 26, 2002 (21)",England,"1,80m",right,"Jan 1, 2022","Jun 30, 2026"
Jack Harrison,€22.00m,Left Winger,"Nov 20, 1996 (26)",England,"1,75m",left,"Jul 2, 2021","Jun 30, 2024"
Luis Sinisterra,€22.00m,Left Winger,"Jun 17, 1999 (23)",Colombia,"1,72m",right,"Jul 7, 2022","Jun 30, 2027"
Wilfried Gnonto,€18.00m,Left Winger,"Nov 5, 2003 (19)",Italy,"1,70m",right,"Sep 1, 2022","Jun 30, 2027"
Crysencio Summerville,€12.00m,Right Winger,"Oct 30, 2001 (21)",Netherlands,"1,74m",right,"Jul 1, 2021","Jun 30, 2026"
Georginio Rutter,€22.00m,Centre-Forward,"Apr 20, 2002 (20)",France,"1,82m",left,"Jan 14, 2023","Jun 30, 2028"
Patrick Bamford,€10.00m,Centre-Forward,"Sep 5, 1993 (29)",England,"1,85m",left,"Jul 31, 2018","Jun 30, 2026"
Rodrigo,€9.00m,Centre-Forward,"Mar 6, 1991 (32)",Spain,"1,82m",left,"Aug 29, 2020","Jun 30, 2024"
Dean Henderson,€22.00m,Goalkeeper,"Mar 12, 1997 (26)",England,"1,88m",right,"Jul 2, 2022","May 31, 2023"
Keylor Navas,€5.00m,Goalkeeper,"Dec 15, 1986 (36)",Costa Rica,"1,85m",right,"Jan 31, 2023","Jun 30, 2023"
Wayne Hennessey,€500k,Goalkeeper,"Jan 24, 1987 (36)",Wales,"1,98m",right,"Jul 15, 2022","Jun 30, 2024"
Moussa Niakhaté,€18.00m,Centre-Back,"Mar 8, 1996 (27)",Senegal,"1,90m",left,"Jul 6, 2022","Jun 30, 2025"
Scott McKenna,€10.00m,Centre-Back,"Nov 12, 1996 (26)",Scotland,"1,89m",left,"Sep 23, 2020","Jun 30, 2024"
Joe Worrall,€8.00m,Centre-Back,"Jan 10, 1997 (26)",England,"1,90m",right,"Jul 1, 2015","Jun 30, 2024"
Willy Boly,€4.00m,Centre-Back,"Feb 3, 1991 (32)",Cote d'Ivoire,"1,95m",right,"Sep 1, 2022","Jun 30, 2024"
Steve Cook,€3.00m,Centre-Back,"Apr 19, 1991 (31)",England,"1,85m",right,"Jan 4, 2022","Jun 30, 2024"
Felipe,€3.00m,Centre-Back,"May 16, 1989 (33)",Brazil,"1,90m",right,"Jan 31, 2023","Jun 30, 2024"
Renan Lodi,€20.00m,Left-Back,"Apr 8, 1998 (24)",Brazil,"1,73m",left,"Aug 29, 2022","Jun 30, 2023"
Omar Richards,€7.00m,Left-Back,"Feb 15, 1998 (25)",England,"1,74m",left,"Jul 10, 2022","Jun 30, 2026"
Harry Toffolo,€3.50m,Left-Back,"Aug 19, 1995 (27)",England,"1,83m",left,"Jul 20, 2022","Jun 30, 2026"
Neco Williams,€18.00m,Right-Back,"Apr 13, 2001 (21)",Wales,"1,83m",right,"Jul 10, 2022","Jun 30, 2026"
Giulian Biancone,€7.00m,Right-Back,"Mar 31, 2000 (23)",France,"1,87m",right,"Jul 3, 2022","Jun 30, 2025"
Serge Aurier,€6.00m,Right-Back,"Dec 24, 1992 (30)",Cote d'Ivoire,"1,76m",right,"Sep 7, 2022","Jun 30, 2023"
