name,price,position,dob,nationality,height,foot,join_date,contract_expiration,minutes_played,matches_played,matches_started,tackles,tackles_won,defensive_third_tackles,midfield_tackles,attacking_third_tackles,shots_blocked,interceptions,clearances,errors_leading_to_goal,shot_creating_actions,sca_live_passes,sca_dead_passes,sca_take_ons,sca_shots,sca_fouls_drawn,sca_defensive_actions,goal_creation_actions,gca_live_passes,gca_dead_passes,gca_take_ons,gca_shots,gca_fouls_drawn,gca_defensive_actions,yellow_cards,red_cards,fouls,fouls_drawn,offsides,penalties_won,penalties_conceded,own_goals,ball_recoveries,aerial_duels_won,aerial_duels_lost,short_passes_completed,short_passes_attempted,medium_passes_completed,medium_passes_attempted,long_passes_completed,long_passes_attempted,assists,expected_assists,key_passes,passes_into_final_third,passes_into_penalty_box,crosses_into_penalty_area,progressive_passes,touches_penalty_area_defending,touches_defensive_third,touches_middle_third,touches_attacking_third,touches_penalty_area_attacking,attempted_take_ons,successful_take_ons,tackled_take_ons,carries,total_carrying_distance,progressive_carrying_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,carry_miscontrols,carry_dispossessions,goals,total_shots,shots_on_target,goals_per_shot,average_shot_distance,freekick_shots,penalty_kicks_converted,penalty_kicks_attempted,xG
Éderson,€20.00m,Central Midfield,"Jul 7, 1999 (23)",Brazil,"1,83m",right,"Jul 6, 2022","Jun 30, 2026",1536.0,25,17,53.0,31.0,15.0,32.0,6.0,4.0,24.0,20.0,0.0,41.0,28.0,1.0,4.0,6.0,1.0,1.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,22.0,31.0,0.0,0.0,1.0,0.0,131.0,14.0,17.0,280.0,318.0,269.0,311.0,72.0,103.0,1.0,1.9,17.0,55.0,12.0,3.0,64.0,35.0,250.0,549.0,269.0,36.0,42.0,19.0,18.0,626.0,2909.0,1324.0,23.0,26.0,8.0,35.0,19.0,1.0,26.0,6.0,0.04,22.1,0.0,0.0,0.0,1.5
Mario Pasalic,€25.00m,Attacking Midfield,"Feb 9, 1995 (28)",Croatia,"1,88m",right,"Sep 1, 2020","Jun 30, 2025",1251.0,23,15,20.0,9.0,6.0,12.0,2.0,2.0,14.0,9.0,0.0,35.0,31.0,0.0,1.0,2.0,0.0,1.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,21.0,14.0,1.0,0.0,0.0,0.0,67.0,29.0,22.0,206.0,240.0,147.0,168.0,36.0,53.0,2.0,1.2,11.0,37.0,15.0,1.0,62.0,14.0,102.0,338.0,198.0,43.0,12.0,3.0,7.0,386.0,1808.0,714.0,13.0,10.0,2.0,24.0,20.0,2.0,21.0,4.0,0.1,10.9,0.0,0.0,0.0,3.9
Jérémie Boga,€15.00m,Left Winger,"Jan 3, 1997 (26)",Cote d'Ivoire,"1,74m",right,"Jul 1, 2022","Jun 30, 2026",630.0,18,5,7.0,4.0,2.0,1.0,4.0,0.0,1.0,1.0,0.0,50.0,27.0,13.0,6.0,1.0,2.0,1.0,8.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,13.0,0.0,0.0,0.0,0.0,27.0,5.0,4.0,178.0,208.0,82.0,98.0,35.0,51.0,5.0,2.5,30.0,19.0,21.0,7.0,43.0,0.0,36.0,184.0,286.0,29.0,72.0,36.0,27.0,340.0,2851.0,1494.0,50.0,38.0,17.0,27.0,7.0,2.0,12.0,3.0,0.17,19.6,2.0,0.0,0.0,1.8
Lukas Vorlicky,€100k,Left Winger,"Jan 18, 2002 (21)",Czech Republic,"1,86m",right,"Jan 1, 2023","Jun 30, 2025",24.0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,13.0,16.0,3.0,9.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,5.0,14.0,19.0,2.0,7.0,4.0,3.0,30.0,256.0,120.0,2.0,4.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,24.1,0.0,0.0,0.0,0.0
Ademola Lookman,€30.00m,Second Striker,"Oct 20, 1997 (25)",Nigeria,"1,74m",right,"Aug 4, 2022","Jun 30, 2026",1581.0,27,19,11.0,3.0,2.0,6.0,3.0,0.0,4.0,0.0,0.0,80.0,54.0,6.0,10.0,5.0,5.0,0.0,10.0,6.0,0.0,1.0,2.0,1.0,0.0,3.0,0.0,19.0,33.0,10.0,1.0,0.0,0.0,80.0,3.0,11.0,260.0,304.0,136.0,178.0,21.0,39.0,4.0,4.8,34.0,26.0,29.0,4.0,67.0,1.0,53.0,327.0,430.0,108.0,73.0,33.0,32.0,529.0,3181.0,1590.0,70.0,24.0,32.0,43.0,45.0,13.0,46.0,21.0,0.22,15.5,1.0,3.0,3.0,8.9
Rasmus Højlund,€35.00m,Centre-Forward,"Feb 4, 2003 (20)",Denmark,"1,91m",left,"Aug 27, 2022","Jun 30, 2027",1312.0,24,14,4.0,3.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,43.0,29.0,0.0,7.0,3.0,4.0,0.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,12.0,23.0,4.0,2.0,0.0,0.0,47.0,23.0,42.0,157.0,197.0,53.0,69.0,12.0,14.0,2.0,1.5,21.0,18.0,11.0,1.0,33.0,4.0,13.0,187.0,320.0,95.0,50.0,17.0,20.0,339.0,1922.0,621.0,27.0,19.0,20.0,63.0,41.0,7.0,36.0,19.0,0.19,12.8,0.0,0.0,0.0,6.8
Duván Zapata,€10.00m,Centre-Forward,"Apr 1, 1991 (32)",Colombia,"1,89m",right,"Jan 17, 2020","Jun 30, 2024",896.0,18,11,1.0,1.0,0.0,0.0,1.0,0.0,1.0,12.0,0.0,28.0,22.0,0.0,3.0,0.0,2.0,1.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10.0,25.0,5.0,1.0,0.0,0.0,24.0,30.0,29.0,106.0,144.0,67.0,96.0,16.0,28.0,1.0,0.8,12.0,12.0,10.0,2.0,30.0,11.0,18.0,170.0,213.0,58.0,28.0,13.0,11.0,272.0,1565.0,590.0,27.0,13.0,15.0,27.0,29.0,1.0,28.0,6.0,0.04,15.8,0.0,0.0,0.0,2.6
Luis Muriel,€8.00m,Centre-Forward,"Apr 16, 1991 (31)",Colombia,"1,79m",right,"Jul 1, 2019","Jun 30, 2024",820.0,19,8,6.0,3.0,1.0,2.0,3.0,0.0,2.0,2.0,0.0,46.0,32.0,8.0,4.0,1.0,1.0,0.0,5.0,4.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,12.0,12.0,2.0,1.0,0.0,0.0,26.0,9.0,22.0,123.0,165.0,80.0,115.0,31.0,76.0,2.0,3.1,25.0,18.0,25.0,4.0,51.0,3.0,30.0,185.0,304.0,53.0,51.0,24.0,24.0,298.0,2069.0,1040.0,44.0,27.0,21.0,37.0,20.0,1.0,16.0,5.0,0.0,21.0,3.0,1.0,1.0,1.5
Ivan Provedel,€12.00m,Goalkeeper,"Mar 17, 1994 (29)",Italy,"1,94m",right,"Aug 8, 2022","Jun 30, 2027",2513.0,28,27,1.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,46.0,3.0,0.0,162.0,162.0,297.0,306.0,329.0,525.0,0.0,0.1,1.0,18.0,1.0,0.0,0.0,912.0,1059.0,5.0,0.0,0.0,1.0,1.0,0.0,651.0,3454.0,2134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
Luís Maximiano,€8.00m,Goalkeeper,"Jan 5, 1999 (24)",Portugal,"1,90m",both,"Jul 13, 2022","Jun 30, 2027",5.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
Marius Adamonis,€150k,Goalkeeper,"May 13, 1997 (25)",Lithuania,"1,91m",right,"Jul 1, 2017","Jun 30, 2025",,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alessio Romagnoli,€18.00m,Centre-Back,"Jan 12, 1995 (28)",Italy,"1,85m",left,"Jul 12, 2022","Jun 30, 2027",2132.0,25,24,29.0,13.0,17.0,12.0,0.0,20.0,26.0,83.0,0.0,10.0,9.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,27.0,13.0,1.0,0.0,0.0,0.0,96.0,55.0,32.0,529.0,558.0,476.0,514.0,110.0,158.0,0.0,0.3,2.0,61.0,3.0,0.0,41.0,242.0,792.0,669.0,20.0,10.0,1.0,1.0,0.0,717.0,2756.0,1279.0,3.0,3.0,1.0,5.0,3.0,1.0,7.0,2.0,0.14,15.4,0.0,0.0,0.0,0.5
Nicolò Casale,€17.00m,Centre-Back,"Feb 14, 1998 (25)",Italy,"1,91m",right,"Jul 8, 2022","Jun 30, 2027",1765.0,20,20,34.0,16.0,21.0,13.0,0.0,9.0,13.0,48.0,0.0,11.0,9.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,17.0,5.0,0.0,0.0,0.0,0.0,112.0,35.0,22.0,417.0,448.0,481.0,510.0,99.0,117.0,1.0,0.5,4.0,38.0,1.0,0.0,55.0,155.0,602.0,646.0,24.0,14.0,2.0,0.0,2.0,735.0,4493.0,2492.0,9.0,2.0,0.0,4.0,1.0,1.0,8.0,2.0,0.13,10.9,0.0,0.0,0.0,0.6
Patric,€6.00m,Centre-Back,"Apr 17, 1993 (29)",Spain,"1,84m",right,"Jul 1, 2015","Jun 30, 2027",1075.0,14,12,13.0,8.0,8.0,3.0,2.0,12.0,10.0,36.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,76.0,5.0,17.0,227.0,246.0,293.0,310.0,137.0,188.0,0.0,0.1,1.0,23.0,2.0,0.0,21.0,162.0,525.0,343.0,5.0,0.0,2.0,1.0,1.0,457.0,2086.0,797.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,22.8,0.0,0.0,0.0,0.0
Mario Gila,€3.00m,Centre-Back,"Aug 29, 2000 (22)",Spain,"1,85m",right,"Jul 12, 2022","Jun 30, 2027",90.0,4,0,3.0,1.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,25.0,27.0,24.0,26.0,6.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,6.0,36.0,33.0,2.0,0.0,0.0,0.0,0.0,42.0,247.0,99.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
Luca Pellegrini,€9.00m,Left-Back,"Mar 7, 1999 (24)",Italy,"1,78m",left,"Jan 31, 2023","Jun 30, 2023",8.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,12.0,5.0,6.0,2.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,19.0,61.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
Stefan Radu,€400k,Left-Back,"Oct 22, 1986 (36)",Romania,"1,83m",left,"Jul 1, 2008","Jun 30, 2023",,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manuel Lazzari,€15.00m,Right-Back,"Nov 29, 1993 (29)",Italy,"1,74m",right,"Jul 12, 2019","Jun 30, 2027",1473.0,21,18,27.0,17.0,10.0,13.0,4.0,6.0,13.0,28.0,1.0,22.0,17.0,1.0,1.0,0.0,2.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,9.0,29.0,0.0,0.0,0.0,0.0,65.0,6.0,11.0,466.0,500.0,253.0,288.0,26.0,40.0,0.0,0.6,8.0,36.0,10.0,5.0,45.0,38.0,336.0,500.0,218.0,19.0,25.0,10.0,13.0,567.0,4178.0,2745.0,65.0,43.0,12.0,19.0,3.0,0.0,3.0,1.0,0.0,19.7,0.0,0.0,0.0,0.1
Adam Marusic,€7.50m,Right-Back,"Oct 17, 1992 (30)",Montenegro,"1,85m",right,"Jul 1, 2017","Jun 30, 2025",2277.0,26,25,31.0,24.0,16.0,11.0,4.0,5.0,30.0,51.0,1.0,32.0,25.0,3.0,0.0,1.0,0.0,3.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,18.0,12.0,1.0,0.0,0.0,0.0,147.0,26.0,19.0,751.0,815.0,467.0,543.0,85.0,135.0,2.0,1.1,9.0,88.0,6.0,3.0,97.0,78.0,654.0,854.0,232.0,15.0,12.0,7.0,3.0,926.0,4145.0,2322.0,36.0,33.0,4.0,12.0,11.0,0.0,15.0,7.0,0.0,23.8,0.0,0.0,0.0,0.7
Elseid Hysaj,€4.00m,Right-Back,"Feb 2, 1994 (29)",Albania,"1,82m",right,"Jul 1, 2021","Jun 30, 2025",1259.0,24,13,26.0,14.0,15.0,7.0,4.0,6.0,11.0,31.0,0.0,26.0,23.0,0.0,2.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,13.0,9.0,2.0,0.0,0.0,0.0,96.0,19.0,17.0,419.0,451.0,253.0,297.0,38.0,80.0,1.0,0.9,9.0,64.0,10.0,3.0,58.0,45.0,381.0,485.0,149.0,6.0,13.0,3.0,6.0,514.0,2355.0,1207.0,25.0,18.0,2.0,13.0,9.0,0.0,3.0,1.0,0.0,23.8,0.0,0.0,0.0,0.1
Danilo Cataldi,€7.00m,Defensive Midfield,"Aug 6, 1994 (28)",Italy,"1,80m",right,"Jul 1, 2013","Jun 30, 2024",1705.0,25,23,22.0,14.0,5.0,14.0,3.0,9.0,22.0,30.0,0.0,31.0,17.0,13.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,11.0,18.0,0.0,0.0,0.0,0.0,147.0,1.0,5.0,579.0,629.0,318.0,364.0,87.0,134.0,1.0,1.3,14.0,90.0,7.0,0.0,78.0,75.0,340.0,852.0,155.0,0.0,16.0,5.0,8.0,701.0,2645.0,995.0,8.0,8.0,0.0,6.0,6.0,0.0,7.0,1.0,0.0,28.8,1.0,0.0,0.0,0.2
Marco Bertini,€100k,Defensive Midfield,"Aug 7, 2002 (20)",Italy,"1,85m",right,"Jul 1, 2022","Jun 30, 2024",,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sergej Milinković-Savić,€60.00m,Central Midfield,"Feb 27, 1995 (28)",Serbia,"1,91m",right,"Aug 6, 2015","Jun 30, 2024",2190.0,26,25,42.0,26.0,17.0,18.0,7.0,8.0,22.0,33.0,0.0,63.0,55.0,1.0,2.0,3.0,2.0,0.0,12.0,11.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,30.0,60.0,1.0,0.0,0.0,0.0,135.0,67.0,50.0,606.0,733.0,347.0,435.0,96.0,177.0,8.0,3.5,37.0,113.0,33.0,3.0,127.0,53.0,325.0,1014.0,469.0,48.0,57.0,28.0,21.0,1076.0,4554.0,1718.0,38.0,26.0,8.0,84.0,45.0,5.0,39.0,10.0,0.13,19.1,5.0,0.0,0.0,3.1
Luis Alberto,€18.00m,Central Midfield,"Sep 28, 1992 (30)",Spain,"1,83m",right,"Aug 31, 2016","Jun 30, 2025",1543.0,25,17,30.0,16.0,13.0,12.0,5.0,5.0,6.0,2.0,0.0,61.0,40.0,18.0,0.0,3.0,0.0,0.0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,8.0,2.0,0.0,0.0,0.0,109.0,5.0,9.0,561.0,613.0,354.0,408.0,72.0,152.0,3.0,3.1,35.0,118.0,30.0,0.0,153.0,22.0,174.0,795.0,434.0,27.0,24.0,8.0,15.0,780.0,3550.0,2042.0,47.0,46.0,5.0,23.0,18.0,5.0,30.0,10.0,0.13,23.4,3.0,1.0,2.0,3.7
Marcos Antônio,€8.00m,Central Midfield,"Jun 13, 2000 (22)",Brazil,"1,66m",right,"Jul 1, 2022","Jun 30, 2027",311.0,11,3,5.0,4.0,3.0,2.0,0.0,0.0,3.0,11.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,11.0,0.0,0.0,0.0,0.0,22.0,0.0,1.0,111.0,119.0,52.0,60.0,12.0,16.0,0.0,0.1,0.0,19.0,1.0,0.0,14.0,14.0,61.0,162.0,23.0,0.0,2.0,1.0,0.0,143.0,520.0,143.0,0.0,2.0,0.0,5.0,3.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
Toma Basic,€7.00m,Central Midfield,"Nov 25, 1996 (26)",Croatia,"1,90m",left,"Aug 25, 2021","Jun 30, 2026",442.0,19,4,5.0,3.0,3.0,1.0,1.0,0.0,7.0,8.0,0.0,7.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,14.0,0.0,0.0,0.0,0.0,26.0,10.0,6.0,88.0,106.0,83.0,97.0,6.0,26.0,0.0,0.3,5.0,12.0,4.0,2.0,18.0,10.0,68.0,161.0,94.0,12.0,5.0,1.0,3.0,198.0,911.0,427.0,13.0,7.0,1.0,10.0,6.0,0.0,7.0,4.0,0.0,20.4,0.0,0.0,0.0,0.5
Matías Vecino,€4.50m,Central Midfield,"Aug 24, 1991 (31)",Uruguay,"1,87m",right,"Aug 1, 2022","Jun 30, 2025",1282.0,25,12,37.0,22.0,10.0,19.0,8.0,8.0,13.0,29.0,0.0,21.0,20.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,21.0,9.0,2.0,0.0,0.0,0.0,82.0,25.0,17.0,361.0,401.0,222.0,256.0,35.0,59.0,0.0,0.4,4.0,67.0,7.0,0.0,72.0,50.0,213.0,555.0,146.0,19.0,4.0,2.0,2.0,457.0,1962.0,937.0,20.0,10.0,1.0,17.0,3.0,2.0,20.0,4.0,0.1,18.3,0.0,0.0,0.0,2.1
Mohamed Fares,€3.00m,Left Midfield,"Feb 15, 1996 (27)",Algeria,"1,83m",left,"Oct 1, 2020","Jun 30, 2025",,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mattia Zaccagni,€25.00m,Left Winger,"Jun 16, 1995 (27)",Italy,"1,77m",right,"Jul 1, 2022","Jun 30, 2025",1982.0,25,24,30.0,19.0,14.0,12.0,4.0,3.0,18.0,8.0,1.0,60.0,41.0,1.0,6.0,5.0,6.0,1.0,8.0,5.0,1.0,0.0,1.0,1.0,0.0,7.0,0.0,39.0,81.0,3.0,0.0,1.0,0.0,88.0,9.0,19.0,372.0,417.0,151.0,190.0,17.0,37.0,4.0,2.0,21.0,31.0,19.0,1.0,55.0,11.0,120.0,409.0,457.0,87.0,83.0,39.0,22.0,685.0,4735.0,2477.0,80.0,44.0,27.0,38.0,23.0,9.0,43.0,20.0,0.19,16.7,1.0,1.0,1.0,5.6
Felipe Anderson,€15.00m,Right Winger,"Apr 15, 1993 (29)",Brazil,"1,75m",right,"Jul 16, 2021","Jun 30, 2024",2195.0,28,26,53.0,34.0,18.0,30.0,5.0,4.0,18.0,17.0,0.0,73.0,59.0,1.0,8.0,3.0,2.0,0.0,9.0,5.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,28.0,25.0,7.0,0.0,0.0,0.0,99.0,10.0,19.0,463.0,550.0,242.0,303.0,37.0,63.0,2.0,3.4,37.0,42.0,29.0,3.0,84.0,18.0,149.0,593.0,586.0,96.0,77.0,36.0,35.0,700.0,3934.0,1794.0,61.0,48.0,24.0,65.0,35.0,6.0,29.0,16.0,0.21,14.7,0.0,0.0,0.0,4.8
Matteo Cancellieri,€5.00m,Right Winger,"Feb 12, 2002 (21)",Italy,"1,80m",left,"Jul 1, 2022","Jun 30, 2023",243.0,18,1,9.0,4.0,5.0,2.0,2.0,0.0,1.0,2.0,0.0,8.0,4.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,12.0,9.0,5.0,1.0,0.0,0.0,13.0,4.0,2.0,43.0,49.0,15.0,25.0,0.0,5.0,0.0,0.3,3.0,1.0,1.0,1.0,2.0,2.0,19.0,46.0,64.0,16.0,9.0,3.0,4.0,83.0,585.0,320.0,14.0,8.0,9.0,11.0,2.0,0.0,6.0,1.0,0.0,17.8,0.0,0.0,0.0,0.4
Pedro,€2.50m,Right Winger,"Jul 28, 1987 (35)",Spain,"1,67m",both,"Aug 19, 2021","Jun 30, 2023",1515.0,26,14,25.0,18.0,13.0,7.0,5.0,2.0,6.0,4.0,1.0,41.0,27.0,1.0,4.0,6.0,2.0,1.0,6.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,15.0,26.0,4.0,1.0,0.0,0.0,75.0,0.0,4.0,382.0,423.0,169.0,222.0,32.0,61.0,2.0,1.2,15.0,31.0,19.0,1.0,44.0,10.0,125.0,464.0,362.0,65.0,55.0,25.0,22.0,613.0,3493.0,1668.0,53.0,36.0,16.0,34.0,24.0,4.0,33.0,11.0,0.12,19.0,0.0,0.0,0.0,3.0
Luka Romero,€1.00m,Right Winger,"Nov 18, 2004 (18)",Argentina,"1,65m",left,"Jul 20, 2021","Jun 30, 2023",151.0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,10.0,2.0,1.0,56.0,60.0,10.0,12.0,1.0,2.0,0.0,0.1,2.0,2.0,0.0,0.0,4.0,2.0,14.0,50.0,48.0,7.0,10.0,2.0,7.0,84.0,496.0,159.0,4.0,3.0,2.0,5.0,4.0,1.0,5.0,1.0,0.2,15.7,0.0,0.0,0.0,0.9
Ciro Immobile,€18.00m,Centre-Forward,"Feb 20, 1990 (33)",Italy,"1,85m",right,"Jul 27, 2016","Jun 30, 2026",1478.0,21,18,8.0,5.0,2.0,4.0,2.0,1.0,1.0,10.0,0.0,46.0,31.0,0.0,4.0,7.0,4.0,0.0,10.0,7.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,16.0,19.0,11.0,2.0,0.0,0.0,42.0,10.0,24.0,210.0,252.0,83.0,109.0,15.0,22.0,3.0,1.0,17.0,14.0,9.0,0.0,33.0,13.0,39.0,274.0,316.0,112.0,33.0,13.0,16.0,364.0,2163.0,848.0,29.0,15.0,18.0,44.0,17.0,9.0,47.0,18.0,0.15,14.7,0.0,2.0,3.0,9.7
Mike Maignan,€35.00m,Goalkeeper,"Jul 3, 1995 (27)",France,"1,91m",right,"Jul 1, 2021","Jun 30, 2026",1080.0,12,12,1.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,2.0,0.0,59.0,60.0,178.0,181.0,111.0,197.0,0.0,0.0,0.0,13.0,0.0,0.0,1.0,358.0,466.0,6.0,0.0,0.0,0.0,0.0,0.0,340.0,1848.0,1198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
Ciprian Tatarusanu,€600k,Goalkeeper,"Feb 9, 1986 (37)",Romania,"1,98m",right,"Sep 11, 2020","Jun 30, 2023",1440.0,16,16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,7.0,5.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,23.0,1.0,1.0,60.0,60.0,198.0,204.0,174.0,290.0,1.0,0.0,2.0,9.0,0.0,0.0,0.0,509.0,587.0,0.0,0.0,0.0,0.0,0.0,0.0,359.0,1963.0,1284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
Devis Vásquez,€350k,Goalkeeper,"May 12, 1998 (24)",Colombia,"1,95m",right,"Jan 3, 2023","Jun 30, 2026",,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antonio Mirante,€300k,Goalkeeper,"Jul 8, 1983 (39)",Italy,"1,93m",right,"Oct 13, 2021","Jun 30, 2023",,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fikayo Tomori,€45.00m,Centre-Back,"Dec 19, 1997 (25)",England,"1,85m",right,"Jul 1, 2021","Jun 30, 2027",2102.0,25,24,59.0,29.0,37.0,21.0,1.0,18.0,24.0,58.0,0.0,16.0,12.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,23.0,22.0,1.0,0.0,1.0,0.0,143.0,46.0,26.0,367.0,399.0,608.0,662.0,187.0,251.0,0.0,0.5,5.0,59.0,5.0,0.0,82.0,188.0,777.0,760.0,49.0,12.0,5.0,2.0,1.0,862.0,4565.0,2414.0,18.0,6.0,0.0,9.0,2.0,1.0,8.0,4.0,0.13,14.7,0.0,0.0,0.0,1.2
Pierre Kalulu,€35.00m,Centre-Back,"Jun 5, 2000 (22)",France,"1,82m",right,"Sep 1, 2020","Jun 30, 2027",2120.0,27,22,48.0,33.0,27.0,18.0,3.0,15.0,35.0,46.0,1.0,27.0,23.0,1.0,0.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,19.0,18.0,1.0,0.0,1.0,0.0,144.0,25.0,24.0,495.0,539.0,659.0,715.0,110.0,172.0,0.0,1.1,9.0,92.0,8.0,4.0,112.0,103.0,759.0,820.0,125.0,15.0,10.0,5.0,3.0,1004.0,5827.0,3179.0,40.0,18.0,0.0,18.0,3.0,1.0,10.0,2.0,0.1,9.8,0.0,0.0,0.0,1.4
