name,price,position,dob,nationality,height,foot,join_date,contract_expiration,minutes_played,matches_played,matches_started,tackles,tackles_won,defensive_third_tackles,midfield_tackles,attacking_third_tackles,shots_blocked,interceptions,clearances,errors_leading_to_goal,shot_creating_actions,sca_live_passes,sca_dead_passes,sca_take_ons,sca_shots,sca_fouls_drawn,sca_defensive_actions,goal_creation_actions,gca_live_passes,gca_dead_passes,gca_take_ons,gca_shots,gca_fouls_drawn,gca_defensive_actions,yellow_cards,red_cards,fouls,fouls_drawn,offsides,penalties_won,penalties_conceded,own_goals,ball_recoveries,aerial_duels_won,aerial_duels_lost,short_passes_completed,short_passes_attempted,medium_passes_completed,medium_passes_attempted,long_passes_completed,long_passes_attempted,assists,expected_assists,key_passes,passes_into_final_third,passes_into_penalty_box,crosses_into_penalty_area,progressive_passes,touches_penalty_area_defending,touches_defensive_third,touches_middle_third,touches_attacking_third,touches_penalty_area_attacking,attempted_take_ons,successful_take_ons,tackled_take_ons,carries,total_carrying_distance,progressive_carrying_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,carry_miscontrols,carry_dispossessions,goals,total_shots,shots_on_target,goals_per_shot,average_shot_distance,freekick_shots,penalty_kicks_converted,penalty_kicks_attempted,xG
Franck Honorat,€9.00m,Right Winger,"Aug 11, 1996 (26)",France,"1,80m",right,"Jul 1, 2020","Jun 30, 2025",1992.0,25,23,31.0,21.0,17.0,6.0,8.0,1.0,18.0,14.0,0.0,94.0,56.0,26.0,3.0,7.0,2.0,0.0,7.0,4.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,19.0,15.0,6.0,0.0,1.0,0.0,111.0,12.0,26.0,265.0,341.0,175.0,244.0,70.0,163.0,3.0,5.7,67.0,33.0,37.0,22.0,51.0,18.0,148.0,382.0,528.0,62.0,46.0,11.0,30.0,726.0,4971.0,2257.0,82.0,49.0,24.0,45.0,15.0,5.0,35.0,15.0,0.14,18.2,3.0,0.0,0.0,3.7
Alberth Elis,€3.50m,Right Winger,"Feb 12, 1996 (27)",Honduras,"1,85m",right,"Jan 30, 2023","Jun 30, 2023",240.0,7,2,4.0,3.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,10.0,6.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,1.0,0.0,0.0,0.0,17.0,3.0,11.0,20.0,26.0,6.0,7.0,0.0,2.0,0.0,0.3,3.0,2.0,3.0,1.0,4.0,5.0,18.0,28.0,31.0,5.0,8.0,1.0,5.0,50.0,478.0,193.0,5.0,6.0,3.0,4.0,5.0,0.0,3.0,1.0,0.0,12.4,0.0,0.0,0.0,0.3
Karamoko Dembélé,€500k,Right Winger,"Feb 22, 2003 (20)",England,"1,67m",left,"Jul 5, 2022","Jun 30, 2026",163.0,14,0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,7.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,0.0,0.0,0.0,11.0,0.0,4.0,29.0,35.0,16.0,28.0,6.0,10.0,0.0,0.2,3.0,2.0,2.0,1.0,4.0,1.0,8.0,44.0,56.0,10.0,6.0,2.0,2.0,85.0,648.0,319.0,6.0,6.0,3.0,7.0,7.0,0.0,4.0,2.0,0.0,16.1,0.0,0.0,0.0,0.2
Taïryk Arconte,€400k,Right Winger,"Nov 12, 2003 (19)",France,"1,81m",,"Sep 1, 2022","Jun 30, 2026",128.0,4,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,3.0,3.0,3.0,6.0,9.0,3.0,5.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,4.0,10.0,22.0,5.0,5.0,3.0,2.0,22.0,171.0,32.0,1.0,1.0,2.0,4.0,2.0,0.0,2.0,1.0,0.0,12.5,0.0,0.0,0.0,0.3
Steve Mounié,€6.00m,Centre-Forward,"Sep 29, 1994 (28)",Benin,"1,90m",right,"Sep 9, 2020","Jun 30, 2024",787.0,13,10,5.0,2.0,0.0,3.0,2.0,3.0,3.0,11.0,0.0,13.0,8.0,0.0,0.0,4.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,13.0,4.0,0.0,0.0,0.0,26.0,72.0,55.0,64.0,107.0,33.0,66.0,3.0,6.0,0.0,0.1,3.0,11.0,0.0,0.0,13.0,18.0,41.0,160.0,129.0,44.0,9.0,4.0,4.0,193.0,1053.0,382.0,13.0,6.0,4.0,26.0,14.0,4.0,31.0,7.0,0.1,14.4,0.0,1.0,1.0,4.7
Jérémy Le Douaron,€3.00m,Centre-Forward,"Apr 21, 1998 (24)",France,"1,89m",left,"Jul 1, 2020","Jun 30, 2026",1294.0,22,14,10.0,6.0,3.0,6.0,1.0,2.0,6.0,24.0,0.0,27.0,15.0,0.0,2.0,4.0,3.0,3.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,22.0,22.0,7.0,0.0,0.0,0.0,39.0,47.0,53.0,100.0,133.0,44.0,70.0,6.0,12.0,2.0,0.5,9.0,10.0,7.0,2.0,14.0,23.0,65.0,186.0,204.0,49.0,45.0,13.0,26.0,294.0,2004.0,518.0,22.0,10.0,9.0,46.0,25.0,6.0,36.0,14.0,0.17,10.6,0.0,0.0,0.0,6.2
Matz Sels,€8.00m,Goalkeeper,"Feb 26, 1992 (31)",Belgium,"1,88m",right,"Jul 26, 2018","Jun 30, 2026",2520.0,28,28,2.0,1.0,2.0,0.0,0.0,0.0,3.0,18.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,24.0,7.0,0.0,99.0,100.0,225.0,229.0,186.0,420.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,730.0,836.0,7.0,0.0,0.0,0.0,0.0,0.0,532.0,2888.0,1805.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
Eiji Kawashima,€200k,Goalkeeper,"Mar 20, 1983 (40)",Japan,"1,85m",right,"Aug 29, 2018","Jun 30, 2023",,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robin Risser,€100k,Goalkeeper,"Dec 2, 2004 (18)",France,"1,93m",right,-,-,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexander Djiku,€8.00m,Centre-Back,"Aug 9, 1994 (28)",Ghana,"1,82m",right,"Jul 5, 2019","Jun 30, 2023",2156.0,25,25,46.0,29.0,31.0,15.0,0.0,13.0,53.0,115.0,3.0,17.0,16.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,28.0,19.0,1.0,0.0,0.0,0.0,130.0,69.0,29.0,273.0,321.0,563.0,650.0,165.0,254.0,2.0,1.2,9.0,105.0,12.0,3.0,125.0,197.0,727.0,769.0,68.0,21.0,4.0,3.0,1.0,977.0,5270.0,2630.0,4.0,8.0,0.0,6.0,7.0,1.0,13.0,4.0,0.08,15.7,1.0,0.0,0.0,1.2
Gerzino Nyamsi,€6.50m,Centre-Back,"Jan 22, 1997 (26)",France,"1,95m",right,"Aug 30, 2021","Jun 30, 2025",1203.0,15,15,19.0,13.0,9.0,8.0,2.0,10.0,9.0,49.0,1.0,10.0,8.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,27.0,3.0,0.0,0.0,2.0,0.0,79.0,32.0,14.0,146.0,166.0,335.0,364.0,63.0,105.0,0.0,0.3,1.0,44.0,6.0,0.0,53.0,104.0,377.0,380.0,30.0,14.0,7.0,4.0,2.0,551.0,3536.0,1924.0,10.0,7.0,0.0,9.0,1.0,1.0,11.0,5.0,0.09,10.8,0.0,0.0,0.0,1.3
Lucas Perrin,€3.50m,Centre-Back,"Nov 19, 1998 (24)",France,"1,88m",right,"Jul 1, 2022","Jun 30, 2025",1144.0,18,11,32.0,19.0,18.0,12.0,2.0,5.0,19.0,35.0,0.0,8.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,13.0,13.0,0.0,0.0,1.0,0.0,77.0,24.0,11.0,152.0,171.0,237.0,273.0,62.0,102.0,0.0,1.1,4.0,42.0,6.0,1.0,37.0,67.0,306.0,306.0,62.0,11.0,5.0,3.0,1.0,462.0,2785.0,1598.0,9.0,8.0,0.0,3.0,3.0,0.0,2.0,1.0,0.0,7.6,0.0,0.0,0.0,0.2
Ismaël Doukouré,€3.00m,Centre-Back,"Jul 24, 2003 (19)",France,"1,83m",right,"Jan 29, 2022","Jun 30, 2026",1471.0,18,16,30.0,12.0,15.0,13.0,2.0,5.0,18.0,34.0,0.0,14.0,12.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,25.0,15.0,0.0,0.0,0.0,0.0,98.0,18.0,26.0,222.0,250.0,261.0,300.0,63.0,115.0,1.0,0.8,3.0,65.0,7.0,1.0,69.0,57.0,308.0,495.0,69.0,2.0,24.0,15.0,8.0,596.0,3625.0,1781.0,17.0,16.0,1.0,18.0,16.0,1.0,6.0,2.0,0.17,23.7,0.0,0.0,0.0,0.2
Maxime Le Marchand,€1.20m,Centre-Back,"Oct 11, 1989 (33)",France,"1,85m",left,"Aug 26, 2021","Jun 30, 2023",1565.0,21,18,36.0,23.0,22.0,12.0,2.0,12.0,29.0,61.0,0.0,17.0,12.0,0.0,2.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,6.0,1.0,24.0,6.0,0.0,0.0,2.0,0.0,116.0,42.0,19.0,298.0,338.0,361.0,420.0,96.0,194.0,0.0,0.4,2.0,76.0,8.0,3.0,81.0,145.0,520.0,581.0,63.0,9.0,14.0,13.0,0.0,797.0,4454.0,2419.0,9.0,17.0,0.0,10.0,4.0,0.0,7.0,0.0,0.0,20.4,0.0,0.0,0.0,0.4
Franci Bouebari,€250k,Centre-Back,"Sep 12, 2003 (19)",France,"1,92m",right,-,-,76.0,2,0,3.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,12.0,5.0,8.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,13.0,12.0,11.0,0.0,1.0,1.0,0.0,14.0,46.0,11.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
Eduard Sobol,€3.00m,Left-Back,"Apr 20, 1995 (27)",Ukraine,"1,86m",left,"Jan 23, 2023","Jun 30, 2026",507.0,9,5,10.0,6.0,4.0,4.0,2.0,0.0,4.0,13.0,0.0,7.0,4.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,8.0,7.0,2.0,0.0,1.0,0.0,19.0,6.0,3.0,85.0,101.0,58.0,82.0,8.0,21.0,1.0,0.1,2.0,13.0,1.0,0.0,17.0,10.0,53.0,128.0,83.0,6.0,15.0,4.0,8.0,151.0,976.0,444.0,12.0,11.0,1.0,5.0,4.0,0.0,4.0,0.0,0.0,23.3,0.0,0.0,0.0,0.1
Thomas Delaine,€1.50m,Left-Back,"Mar 24, 1992 (31)",France,"1,80m",left,"Jul 1, 2022","Jun 30, 2025",857.0,14,10,21.0,13.0,13.0,4.0,4.0,3.0,8.0,6.0,0.0,18.0,15.0,0.0,1.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,15.0,10.0,0.0,0.0,2.0,0.0,38.0,10.0,10.0,146.0,179.0,129.0,184.0,14.0,53.0,1.0,1.9,7.0,14.0,15.0,11.0,18.0,21.0,115.0,225.0,199.0,19.0,18.0,7.0,9.0,352.0,2251.0,981.0,31.0,21.0,9.0,15.0,3.0,0.0,5.0,3.0,0.0,17.9,0.0,0.0,0.0,0.4
Colin Dagba,€5.00m,Right-Back,"Sep 9, 1998 (24)",France,"1,70m",right,"Jul 6, 2022","Jun 30, 2023",710.0,16,9,25.0,16.0,12.0,9.0,4.0,2.0,11.0,12.0,0.0,19.0,16.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12.0,5.0,1.0,0.0,0.0,0.0,39.0,3.0,5.0,199.0,222.0,95.0,118.0,8.0,21.0,0.0,0.8,11.0,20.0,13.0,8.0,25.0,17.0,101.0,201.0,178.0,14.0,19.0,8.0,9.0,314.0,1915.0,1096.0,23.0,20.0,4.0,7.0,5.0,0.0,2.0,0.0,0.0,17.4,0.0,0.0,0.0,0.1
Frédéric Guilbert,€5.00m,Right-Back,"Dec 24, 1994 (28)",France,"1,78m",right,"Jan 17, 2023","Jun 30, 2026",595.0,8,7,17.0,11.0,8.0,6.0,3.0,1.0,17.0,14.0,1.0,17.0,11.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,14.0,9.0,0.0,0.0,1.0,0.0,55.0,10.0,8.0,111.0,148.0,106.0,141.0,25.0,63.0,0.0,0.7,8.0,14.0,6.0,4.0,22.0,28.0,114.0,233.0,120.0,1.0,18.0,9.0,7.0,273.0,1538.0,689.0,12.0,12.0,1.0,12.0,5.0,0.0,5.0,1.0,0.0,28.9,2.0,0.0,0.0,0.1
Ibrahima Sissoko,€8.00m,Defensive Midfield,"Oct 27, 1997 (25)",France,"1,93m",right,"Jul 1, 2018","Jun 30, 2024",869.0,18,8,20.0,12.0,7.0,10.0,3.0,4.0,6.0,15.0,0.0,19.0,14.0,0.0,0.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,12.0,1.0,0.0,1.0,0.0,81.0,26.0,17.0,152.0,191.0,113.0,146.0,20.0,32.0,0.0,0.4,4.0,25.0,4.0,2.0,34.0,32.0,117.0,289.0,117.0,24.0,10.0,3.0,6.0,345.0,1682.0,667.0,9.0,11.0,0.0,19.0,13.0,0.0,10.0,2.0,0.0,14.6,0.0,0.0,0.0,0.6
Jean-Eudes Aholou,€3.00m,Defensive Midfield,"Mar 20, 1994 (29)",Cote d'Ivoire,"1,86m",left,"Jul 1, 2022","Jun 30, 2024",1064.0,22,13,27.0,18.0,10.0,14.0,3.0,0.0,22.0,8.0,0.0,22.0,16.0,1.0,0.0,0.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,30.0,19.0,1.0,0.0,0.0,0.0,70.0,21.0,15.0,166.0,207.0,137.0,178.0,31.0,55.0,1.0,1.2,8.0,37.0,8.0,1.0,32.0,16.0,110.0,373.0,164.0,26.0,31.0,13.0,13.0,435.0,2343.0,989.0,22.0,13.0,8.0,28.0,13.0,3.0,17.0,7.0,0.18,24.1,0.0,0.0,0.0,1.0
Jean-Ricner Bellegarde,€10.00m,Central Midfield,"Jun 27, 1998 (24)",France,"1,72m",right,"Jul 2, 2019","Jun 30, 2024",1622.0,20,19,31.0,17.0,13.0,13.0,5.0,2.0,22.0,18.0,0.0,68.0,47.0,13.0,3.0,1.0,4.0,0.0,7.0,6.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,16.0,45.0,0.0,0.0,1.0,0.0,117.0,15.0,23.0,292.0,341.0,287.0,350.0,80.0,163.0,5.0,4.4,39.0,69.0,37.0,17.0,111.0,26.0,181.0,586.0,391.0,23.0,74.0,35.0,25.0,802.0,5684.0,2913.0,68.0,64.0,7.0,40.0,29.0,1.0,21.0,6.0,0.05,22.8,6.0,0.0,0.0,1.5
Morgan Sanson,€6.00m,Central Midfield,"Aug 18, 1994 (28)",France,"1,80m",right,"Jan 23, 2023","Jun 30, 2023",562.0,8,8,14.0,9.0,4.0,5.0,5.0,1.0,12.0,4.0,0.0,18.0,12.0,0.0,0.0,4.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,18.0,0.0,0.0,0.0,0.0,41.0,7.0,7.0,72.0,88.0,55.0,69.0,11.0,20.0,2.0,0.9,8.0,17.0,7.0,2.0,22.0,6.0,42.0,169.0,95.0,16.0,22.0,6.0,9.0,218.0,1500.0,679.0,16.0,16.0,5.0,18.0,10.0,0.0,15.0,2.0,0.0,18.3,0.0,0.0,0.0,1.4
Sanjin Prcic,€3.50m,Central Midfield,"Nov 20, 1993 (29)",Bosnia-Herzegovina,"1,81m",right,"Sep 2, 2019","Jun 30, 2025",1505.0,24,17,25.0,12.0,6.0,16.0,3.0,7.0,21.0,18.0,0.0,29.0,21.0,2.0,1.0,1.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,18.0,1.0,0.0,0.0,0.0,137.0,15.0,7.0,302.0,340.0,331.0,375.0,127.0,183.0,1.0,1.3,8.0,76.0,10.0,2.0,100.0,48.0,270.0,622.0,208.0,7.0,17.0,11.0,5.0,787.0,4065.0,1639.0,10.0,30.0,1.0,8.0,7.0,1.0,27.0,6.0,0.04,25.9,1.0,0.0,0.0,1.1
Dimitri Liénard,€600k,Left Midfield,"Feb 13, 1988 (35)",France,"1,81m",left,"Jul 1, 2013","Jun 30, 2023",1468.0,23,18,43.0,27.0,19.0,17.0,7.0,4.0,13.0,23.0,0.0,54.0,29.0,22.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,16.0,13.0,3.0,0.0,0.0,0.0,116.0,17.0,15.0,277.0,324.0,279.0,350.0,102.0,214.0,0.0,2.5,30.0,47.0,25.0,9.0,65.0,35.0,279.0,480.0,355.0,9.0,25.0,8.0,15.0,687.0,3459.0,1424.0,22.0,36.0,2.0,26.0,9.0,0.0,12.0,2.0,0.0,21.6,1.0,0.0,0.0,0.5
Yuito Suzuki,€700k,Attacking Midfield,"Oct 25, 2001 (21)",Japan,"1,75m",right,"Jan 27, 2023","Jun 30, 2023",,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nordine Kandil,€400k,Attacking Midfield,"Oct 31, 2001 (21)",Morocco,"1,65m",left,"Jul 1, 2021","Jun 30, 2025",80.0,6,0,3.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,5.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,13.0,3.0,0.0,17.0,20.0,8.0,14.0,1.0,3.0,0.0,0.1,1.0,3.0,1.0,0.0,4.0,1.0,7.0,30.0,30.0,2.0,10.0,4.0,6.0,50.0,374.0,181.0,4.0,5.0,1.0,5.0,2.0,0.0,2.0,0.0,0.0,21.5,0.0,0.0,0.0,0.1
Habib Diallo,€14.00m,Centre-Forward,"Jun 18, 1995 (27)",Senegal,"1,86m",right,"Oct 5, 2020","Jun 30, 2025",2076.0,28,23,12.0,7.0,3.0,6.0,3.0,3.0,11.0,11.0,0.0,46.0,29.0,0.0,3.0,8.0,6.0,0.0,4.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,27.0,52.0,15.0,1.0,0.0,0.0,55.0,89.0,102.0,183.0,262.0,77.0,103.0,11.0,15.0,0.0,2.8,20.0,23.0,9.0,1.0,28.0,17.0,57.0,319.0,341.0,127.0,48.0,17.0,28.0,483.0,2849.0,903.0,25.0,19.0,10.0,81.0,26.0,14.0,60.0,27.0,0.22,12.6,1.0,1.0,2.0,11.8
Kévin Gameiro,€1.50m,Centre-Forward,"May 9, 1987 (35)",France,"1,72m",right,"Jul 18, 2021","Jun 30, 2023",1865.0,26,22,17.0,8.0,4.0,10.0,3.0,1.0,8.0,0.0,0.0,53.0,40.0,0.0,1.0,9.0,3.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,12.0,14.0,4.0,1.0,0.0,0.0,77.0,12.0,25.0,311.0,365.0,153.0,193.0,15.0,20.0,0.0,3.1,23.0,30.0,21.0,3.0,60.0,7.0,65.0,382.0,394.0,86.0,47.0,19.0,23.0,632.0,3743.0,1491.0,41.0,46.0,16.0,41.0,27.0,7.0,39.0,20.0,0.18,12.6,0.0,0.0,1.0,6.6
Lebo Mothiba,€1.50m,Centre-Forward,"Jan 28, 1996 (27)",South Africa,"1,82m",right,"Aug 30, 2018","Jun 30, 2024",293.0,15,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,0.0,0.0,0.0,0.0,7.0,5.0,17.0,26.0,32.0,18.0,23.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,4.0,10.0,46.0,50.0,7.0,7.0,2.0,3.0,74.0,434.0,160.0,5.0,2.0,1.0,7.0,5.0,2.0,6.0,2.0,0.33,13.3,0.0,0.0,0.0,0.8
Pau López,€14.00m,Goalkeeper,"Dec 13, 1994 (28)",Spain,"1,89m",left,"Jul 1, 2022","Jun 30, 2026",2160.0,24,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,6.0,0.0,0.0,1.0,0.0,32.0,4.0,2.0,102.0,104.0,322.0,328.0,195.0,365.0,2.0,0.3,2.0,11.0,1.0,0.0,1.0,588.0,831.0,22.0,0.0,0.0,0.0,0.0,0.0,625.0,3191.0,1837.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
Rubén Blanco,€4.00m,Goalkeeper,"Jul 25, 1995 (27)",Spain,"1,88m",right,"Jul 20, 2022","Jun 30, 2023",450.0,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,39.0,39.0,77.0,78.0,32.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,828.0,448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
Simon Ngapandouetnbu,€400k,Goalkeeper,"Apr 12, 2003 (19)",Cameroon,"1,86m",right,"Oct 11, 2019","Jun 30, 2024",,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chancel Mbemba,€20.00m,Centre-Back,"Aug 8, 1994 (28)",DR Congo,"1,82m",right,"Jul 15, 2022","Jun 30, 2025",2317.0,28,26,35.0,22.0,21.0,13.0,1.0,12.0,36.0,80.0,0.0,27.0,23.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,14.0,13.0,0.0,1.0,0.0,0.0,140.0,54.0,24.0,431.0,482.0,573.0,652.0,106.0,171.0,0.0,0.6,3.0,103.0,16.0,4.0,134.0,151.0,564.0,816.0,263.0,40.0,20.0,11.0,4.0,1175.0,6416.0,3400.0,36.0,50.0,9.0,18.0,8.0,4.0,24.0,8.0,0.17,11.3,0.0,0.0,0.0,2.7
Samuel Gigot,€10.00m,Centre-Back,"Oct 12, 1993 (29)",France,"1,87m",right,"Jan 29, 2022","Jun 30, 2025",1482.0,20,18,32.0,17.0,17.0,13.0,2.0,7.0,42.0,66.0,1.0,15.0,13.0,0.0,0.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,34.0,12.0,1.0,0.0,1.0,0.0,79.0,37.0,16.0,287.0,318.0,416.0,451.0,49.0,89.0,2.0,0.4,4.0,48.0,2.0,0.0,58.0,131.0,468.0,537.0,92.0,27.0,8.0,4.0,3.0,753.0,4752.0,2789.0,27.0,26.0,0.0,10.0,3.0,2.0,10.0,3.0,0.2,8.4,0.0,0.0,0.0,2.3
Leonardo Balerdi,€10.00m,Centre-Back,"Jan 26, 1999 (24)",Argentina,"1,87m",right,"Jul 3, 2021","Jun 30, 2026",2063.0,27,24,40.0,26.0,28.0,10.0,2.0,26.0,48.0,71.0,0.0,7.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,34.0,15.0,0.0,0.0,1.0,1.0,151.0,45.0,36.0,303.0,345.0,582.0,656.0,141.0,194.0,1.0,0.3,4.0,79.0,2.0,1.0,71.0,176.0,672.0,755.0,84.0,8.0,12.0,7.0,4.0,1081.0,6351.0,3233.0,11.0,16.0,0.0,15.0,2.0,0.0,4.0,0.0,0.0,9.0,0.0,0.0,0.0,0.5
Eric Bailly,€8.00m,Centre-Back,"Apr 12, 1994 (28)",Cote d'Ivoire,"1,87m",right,"Aug 24, 2022","Jun 30, 2023",433.0,11,4,10.0,8.0,4.0,5.0,1.0,11.0,11.0,14.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0,30.0,10.0,11.0,55.0,63.0,75.0,89.0,29.0,35.0,0.0,0.0,0.0,11.0,0.0,0.0,6.0,33.0,120.0,124.0,19.0,10.0,3.0,2.0,1.0,151.0,905.0,424.0,3.0,1.0,0.0,7.0,2.0,0.0,3.0,0.0,0.0,13.0,0.0,0.0,0.0,0.2
Nuno Tavares,€18.00m,Left-Back,"Jan 26, 2000 (23)",Portugal,"1,83m",left,"Jul 30, 2022","Jun 30, 2023",2026.0,25,21,44.0,22.0,17.0,20.0,7.0,4.0,14.0,22.0,0.0,60.0,43.0,1.0,6.0,8.0,2.0,0.0,5.0,0.0,0.0,2.0,3.0,0.0,0.0,4.0,1.0,31.0,32.0,4.0,0.0,0.0,0.0,151.0,20.0,27.0,551.0,621.0,286.0,391.0,55.0,101.0,0.0,3.6,23.0,64.0,40.0,12.0,95.0,40.0,331.0,597.0,644.0,74.0,127.0,48.0,71.0,1057.0,7067.0,3455.0,85.0,58.0,19.0,68.0,58.0,6.0,54.0,16.0,0.11,19.7,0.0,0.0,0.0,3.9
