name,price,position,dob,nationality,height,foot,join_date,contract_expiration
João Valido,€100k,Goalkeeper,"Mar 3, 2000 (23)",Portugal,"1,85m",right,"Jul 4, 2022","Jun 30, 2025"
João Basso,€800k,Centre-Back,"Jan 13, 1997 (26)",Brazil,"1,87m",right,"Aug 30, 2019","Jun 30, 2024"
Jerome Opoku,€700k,Centre-Back,"Oct 14, 1998 (24)",England,"1,97m",left,"Jul 1, 2022","Jun 30, 2024"
Nino Galovic,€700k,Centre-Back,"Jul 6, 1992 (30)",Croatia,"1,84m",right,"Jan 28, 2022","Jun 30, 2023"
Sema Velázquez,€200k,Centre-Back,"Sep 8, 1990 (32)",Venezuela,"1,84m",right,"Jan 26, 2021","Jun 30, 2023"
Rafael Fernandes,€200k,Centre-Back,"Jun 28, 2002 (20)",Portugal,"1,91m",right,"Jul 12, 2022","Jun 30, 2025"
Weverson,€900k,Left-Back,"Jul 5, 2000 (22)",Brazil,"1,85m",left,"Jan 1, 2023","Jun 30, 2025"
Quaresma,€800k,Left-Back,"Aug 22, 1996 (26)",Brazil,"1,81m",left,"Oct 5, 2020","Jun 30, 2024"
Tiago Esgaio,€700k,Right-Back,"Aug 1, 1995 (27)",Portugal,"1,75m",right,"Aug 25, 2021","Jun 30, 2023"
Bogdan Milovanov,€500k,Right-Back,"Apr 19, 1998 (24)",Ukraine,"1,78m",right,"Jul 9, 2022","Jun 30, 2024"
Uri Busquets,€500k,Defensive Midfield,"Jan 20, 1999 (24)",Spain,"1,85m",right,"Jul 20, 2022","Jun 30, 2025"
Ismaila Soro,€500k,Defensive Midfield,"May 7, 1998 (24)",Cote d'Ivoire,"1,76m",right,"Jul 9, 2022","May 31, 2023"
Vitinho,€400k,Central Midfield,"Jan 4, 2000 (23)",Brazil,"1,75m",right,"Jul 20, 2022","Jun 30, 2025"
David Simão,€250k,Central Midfield,"May 15, 1990 (32)",Portugal,"1,83m",left,"Jan 10, 2022","Jun 30, 2023"
Yaw Moses,€200k,Central Midfield,"Jan 7, 1999 (24)",Ghana,"1,70m",right,"Jul 1, 2017","Jun 30, 2024"
Pedro Moreira,€100k,Central Midfield,"Mar 15, 1989 (34)",Portugal,"1,81m",right,"Feb 1, 2020","Jun 30, 2024"
Alan Ruiz,€700k,Attacking Midfield,"Aug 19, 1993 (29)",Argentina,"1,83m",left,"Jan 29, 2022","Jun 30, 2023"
Benji Michel,€1.50m,Left Winger,"Oct 23, 1997 (25)",United States,"1,78m",right,"Jan 7, 2023","Jun 30, 2025"
Yusuf Lawal,€800k,Left Winger,"Mar 23, 1998 (25)",Nigeria,"1,75m",right,"Jan 28, 2023","Jun 30, 2023"
Antony,€400k,Left Winger,"Sep 8, 2001 (21)",Brazil,"1,85m",right,"Aug 3, 2021","Jun 30, 2023"
Arsénio,€250k,Left Winger,"Aug 30, 1989 (33)",Portugal,"1,80m",right,"Jan 1, 2021","Jun 30, 2023"
Morlaye Sylla,€700k,Right Winger,"Jul 27, 1998 (24)",Guinea,"1,70m",right,"Jul 1, 2022","Jun 30, 2025"
Oday Dabbagh,€1.50m,Centre-Forward,"Dec 3, 1998 (24)",Palestine,"1,83m",left,"Aug 22, 2021","Jun 30, 2023"
Rafa Mújica,€600k,Centre-Forward,"Oct 29, 1998 (24)",Spain,"1,83m",right,"Jul 1, 2022","Jun 30, 2024"
Bruno Marques,€400k,Centre-Forward,"Feb 22, 1999 (24)",Brazil,"1,94m",left,"Jan 25, 2022","Jun 30, 2023"
Jhonatan,€800k,Goalkeeper,"May 8, 1991 (31)",Brazil,"1,90m",right,"Jul 1, 2022","Jun 30, 2025"
Magrão,€100k,Goalkeeper,"May 15, 2000 (22)",Brazil,"1,97m",right,-,"Jun 30, 2024"
Patrick William,€700k,Centre-Back,"Jun 3, 1997 (25)",Brazil,"1,87m",right,"Jul 9, 2022","Jun 30, 2025"
Josué Sá,€700k,Centre-Back,"Jun 17, 1992 (30)",Portugal,"1,87m",right,"Aug 26, 2022","Jun 30, 2024"
Renato Pantalon,€475k,Centre-Back,"Oct 27, 1997 (25)",Croatia,"1,94m",right,"Jul 19, 2021","Jun 30, 2024"
Miguel Nóbrega,€300k,Centre-Back,"Apr 17, 2000 (22)",Portugal,"1,89m",right,"Jul 15, 2022","Jun 30, 2025"
Aderllan Santos,€300k,Centre-Back,"Apr 9, 1989 (33)",Brazil,"1,93m",right,"Jul 1, 2020","Jun 30, 2023"
Sávio,€250k,Left-Back,"May 26, 1995 (27)",Brazil,"1,73m",left,"Feb 1, 2021","Jun 30, 2025"
Costinha,€1.50m,Right-Back,"Mar 26, 2000 (23)",Portugal,"1,81m",right,"Aug 3, 2020","Jun 30, 2026"
Andreas Samaris,€400k,Defensive Midfield,"Jun 13, 1989 (33)",Greece,"1,89m",right,"Aug 29, 2022","Jun 30, 2023"
Amine,€350k,Defensive Midfield,"Nov 4, 1992 (30)",Morocco,"1,84m",right,"Jan 5, 2022","Jun 30, 2023"
Vítor Gomes,€100k,Defensive Midfield,"Dec 25, 1987 (35)",Portugal,"1,82m",right,"Jul 1, 2021","Jun 30, 2023"
João Graça,€400k,Central Midfield,"Jun 18, 1995 (27)",Portugal,"1,77m",right,"Aug 25, 2021","Jun 30, 2024"
Guga,€2.00m,Attacking Midfield,"Jul 18, 1997 (25)",Portugal,"1,68m",right,"Jan 14, 2021","Jun 30, 2024"
Miguel Baeza,€1.00m,Attacking Midfield,"Mar 27, 2000 (23)",Spain,"1,77m",left,"Aug 31, 2022","Jun 30, 2023"
Bruno Ventura,€150k,Attacking Midfield,"Feb 27, 2001 (22)",Portugal,"1,74m",right,"Jan 20, 2023","Jun 30, 2025"
Fábio Ronaldo,€800k,Left Winger,"Apr 28, 2001 (21)",Portugal,"1,78m",right,"Aug 1, 2021","Jun 30, 2026"
Emmanuel Boateng,€700k,Left Winger,"May 23, 1996 (26)",Ghana,"1,75m",right,"Aug 16, 2022","Jun 30, 2024"
Paulo Vitor,€300k,Left Winger,"Jun 24, 1999 (23)",Brazil,"1,70m",right,"Jul 16, 2022","Jun 30, 2023"
Joca,€450k,Right Winger,"Jan 30, 1996 (27)",Portugal,"1,68m",right,"Jul 2, 2021","Jun 30, 2024"
Hernâni,€300k,Right Winger,"Aug 20, 1991 (31)",Portugal,"1,80m",left,"Aug 9, 2022","Jun 30, 2023"
Ukra,€100k,Right Winger,"Mar 16, 1988 (35)",Portugal,"1,76m",right,"Jul 12, 2021","Jun 30, 2023"
Leonardo Ruiz,€400k,Centre-Forward,"Apr 18, 1996 (26)",Colombia,"1,87m",right,"Jul 29, 2022","Jun 30, 2024"
André Pereira,€300k,Centre-Forward,"May 5, 1995 (27)",Portugal,"1,88m",left,"Aug 31, 2020","Jun 30, 2024"
Kosuke Nakamura,€600k,Goalkeeper,"Feb 27, 1995 (28)",Japan,"1,85m",right,"Jan 12, 2021","Jun 30, 2025"
Matheus Nogueira,€100k,Goalkeeper,"Sep 20, 1997 (25)",Brazil,"1,91m",right,"Jan 9, 2023","Jun 30, 2026"
Mateusão,€100k,Goalkeeper,"May 2, 2002 (20)",Brazil,"1,99m",right,-,"Jun 30, 2023"
Filipe Relvas,€2.00m,Centre-Back,"Sep 20, 1999 (23)",Portugal,"1,92m",left,"Jul 1, 2021","Jun 30, 2026"
Pedrão,€1.50m,Centre-Back,"May 3, 1997 (25)",Brazil,"1,94m",right,"Feb 1, 2022","Jun 30, 2027"
Ji-su Park,€800k,Centre-Back,"Jun 13, 1994 (28)","Korea, South","1,88m",both,"Jan 26, 2023","Jun 30, 2024"
Lucas,€700k,Centre-Back,"Jul 22, 1992 (30)",Brazil,"1,93m",right,"Jan 24, 2023","Jun 30, 2023"
Carlos Garcés,€700k,Centre-Back,"Oct 11, 2001 (21)",Colombia,"1,86m",right,"Jan 31, 2023","Jun 30, 2024"
Moustapha Seck,€600k,Left-Back,"Feb 23, 1996 (27)",Senegal,"1,76m",left,"Jul 1, 2022","Jun 30, 2025"
Gonçalo Costa,€200k,Left-Back,"Feb 18, 2000 (23)",Portugal,"1,79m",left,"Jul 1, 2022","Jun 30, 2025"
Fahd Moufi,€1.50m,Right-Back,"May 5, 1996 (26)",Morocco,"1,77m",right,"Sep 30, 2020","Jun 30, 2023"
Sérgio Conceição,€500k,Right-Back,"Nov 12, 1996 (26)",Portugal,"1,77m",right,"Jan 31, 2023","Jun 30, 2024"
Zié Ouattara,€300k,Right-Back,"Jan 9, 2000 (23)",Cote d'Ivoire,"1,77m",right,"Jul 1, 2022","Jun 30, 2025"
Pedro Sá,€700k,Defensive Midfield,"Dec 1, 1993 (29)",Portugal,"1,77m",right,"Jul 1, 2016","Jun 30, 2023"
Lucas Ventura,€700k,Defensive Midfield,"May 19, 1998 (24)",Brazil,"1,80m",right,"Jan 24, 2023","Jun 30, 2025"
Henrique Jocú,€400k,Defensive Midfield,"Sep 9, 2001 (21)",Portugal,"1,77m",right,"Jul 7, 2021","Jun 30, 2024"
Mohamed Diaby,€400k,Defensive Midfield,"Sep 3, 1996 (26)",France,"1,88m",right,"Aug 4, 2022","Jun 30, 2025"
Maurício,€300k,Defensive Midfield,"Oct 21, 1988 (34)",Brazil,"1,84m",right,"Jan 25, 2023","Jun 30, 2024"
Paulo Estrela,€500k,Central Midfield,"Feb 20, 1999 (24)",Portugal,"1,71m",right,"Jul 1, 2022","Jun 30, 2026"
Klismahn,€200k,Central Midfield,"Nov 23, 1999 (23)",Brazil,"1,79m",left,"Jul 1, 2022","Jun 30, 2024"
Bruninho,€100k,Central Midfield,"Jul 20, 1999 (23)",Portugal,"1,76m",right,"Jul 1, 2022","Jun 30, 2024"
Carlinhos,€1.00m,Attacking Midfield,"Jun 22, 1994 (28)",Brazil,"1,79m",right,"Jul 16, 2021","Jun 30, 2023"
Luquinha,€700k,Attacking Midfield,"Oct 3, 2000 (22)",Brazil,"1,67m",right,"Jul 1, 2020","Jun 30, 2024"
Anderson Oliveira,€500k,Left Winger,"Jul 16, 1998 (24)",Brazil,"1,69m",right,"Sep 2, 2019","Jun 30, 2023"
Rui Gomes,€500k,Left Winger,"Sep 4, 1997 (25)",Portugal,"1,75m",left,"Jul 1, 2022","Jun 30, 2025"
Roberto Hinojosa,€1.10m,Right Winger,"Jul 2, 1999 (23)",Colombia,"1,70m",left,"Jan 25, 2023","Jun 30, 2024"
Welinton Junior,€900k,Right Winger,"Jun 8, 1993 (29)",Brazil,"1,75m",right,"Aug 3, 2020","Jun 30, 2023"
Yony González,€700k,Right Winger,"Jul 11, 1994 (28)",Colombia,"1,84m",right,"Jan 31, 2023",-
Yong-hak Kim,€100k,Right Winger,"May 20, 2003 (19)","Korea, South","1,72m",left,"Jul 1, 2022","Jun 30, 2023"
Bryan Róchez,€550k,Centre-Forward,"Jan 1, 1995 (28)",Honduras,"1,83m",right,"Jul 13, 2022","Jun 30, 2025"
Yago Cariello,€500k,Centre-Forward,"Jul 27, 1999 (23)",Brazil,"1,85m",left,"Jul 6, 2022","Jun 30, 2025"
Ricardo Matos,€300k,Centre-Forward,"Mar 25, 2000 (23)",Portugal,"1,81m",right,"Jan 31, 2022","Jun 30, 2025"
César,€200k,Goalkeeper,"Jan 27, 1992 (31)",Brazil,"1,92m",right,"Jul 20, 2022","Jun 30, 2024"
Rafael Bracali,€100k,Goalkeeper,"May 5, 1981 (41)",Brazil,"1,85m",right,"Jul 1, 2018","Jun 30, 2023"
João Gonçalves,€100k,Goalkeeper,"Nov 5, 2000 (22)",Portugal,"1,88m",right,"Jul 1, 2021","Jun 30, 2025"
Rodrigo Abascal,€800k,Centre-Back,"Jan 14, 1994 (29)",Uruguay,"1,90m",left,"Aug 1, 2021","Jun 30, 2024"
Vincent Sasso,€500k,Centre-Back,"Feb 16, 1991 (32)",France,"1,90m",right,"Jul 1, 2022","Jun 30, 2024"
Robson Reis,€150k,Centre-Back,"May 21, 2000 (22)",Brazil,"1,96m",right,"Jul 2, 2022","Jun 30, 2023"
Ricardo Mangas,€1.00m,Left-Back,"Mar 19, 1998 (25)",Portugal,"1,79m",left,"Aug 4, 2020","Jun 30, 2025"
Bruno Onyemaechi,€1.00m,Left-Back,"Apr 3, 1999 (24)",Nigeria,"1,84m",left,"Aug 17, 2022","Jun 30, 2023"
Filipe Ferreira,€300k,Left-Back,"Sep 27, 1990 (32)",Portugal,"1,78m",left,"Jul 12, 2021","Jun 30, 2023"
Augusto Dabo,€100k,Left-Back,"Mar 13, 2004 (19)",Portugal,"1,86m",left,"Jul 1, 2022","Jun 30, 2023"
Reggie Cannon,€4.00m,Right-Back,"Jun 11, 1998 (24)",United States,"1,80m",right,"Sep 9, 2020","Jun 30, 2025"
Pedro Malheiro,€1.00m,Right-Back,"Jan 21, 2001 (22)",Portugal,"1,79m",right,"Jul 1, 2021","Jun 30, 2025"
Ibrahima,€600k,Defensive Midfield,"Jan 25, 1999 (24)",Guinea,"1,90m",right,"Aug 30, 2022","Jun 30, 2026"
Ilija Vukotic,€400k,Defensive Midfield,"Jan 7, 1999 (24)",Montenegro,"1,91m",left,"Jul 1, 2022","Jun 30, 2025"
Gaius Makouta,€2.00m,Central Midfield,"Jul 25, 1997 (25)",Congo,"1,80m",right,"Jul 27, 2021","Jun 30, 2024"
Seba Pérez,€1.50m,Central Midfield,"Mar 29, 1993 (30)",Colombia,"1,75m",right,"Aug 31, 2021","Jun 30, 2025"
Miguel Reisinho,€200k,Central Midfield,"Apr 9, 1999 (23)",Portugal,"1,84m",left,"Sep 2, 2019","Jun 30, 2025"
Joel Silva,€100k,Central Midfield,"Feb 11, 2003 (20)",Portugal,"1,85m",left,"Jul 1, 2022","Jun 30, 2026"
Masa,€600k,Attacking Midfield,"Jul 18, 1999 (23)",Japan,"1,68m",right,"Jul 14, 2022","Jun 30, 2023"
Berna,€100k,Attacking Midfield,"Sep 15, 2003 (19)",Portugal,"1,69m",left,"Jul 1, 2021","Jun 30, 2024"
Kenji Gorré,€800k,Left Winger,"Sep 29, 1994 (28)",Curacao,"1,78m",right,"Jul 22, 2021","Jun 30, 2023"
Adalberto Peñaranda,€600k,Left Winger,"May 31, 1997 (25)",Venezuela,"1,86m",right,"Sep 1, 2022","Jun 30, 2025"
Salvador Agra,€500k,Left Winger,"Nov 11, 1991 (31)",Portugal,"1,66m",right,"Jul 1, 2022","Jun 30, 2024"
Bruno Lourenço,€600k,Right Winger,"Feb 2, 1998 (25)",Portugal,"1,79m",left,"Jul 1, 2022","Jun 30, 2025"
Luís Santos,€300k,Right Winger,"Jan 20, 2000 (23)",Portugal,"1,76m",right,"Jul 1, 2021","Jun 30, 2024"
Yusupha Njie,€1.50m,Centre-Forward,"Mar 1, 1994 (29)",The Gambia,"1,88m",right,"Jul 1, 2018","Jun 30, 2023"
Robert Bozenik,€1.00m,Centre-Forward,"Nov 18, 1999 (23)",Slovakia,"1,88m",right,"Jul 13, 2022","Jun 30, 2023"
Martim Tavares,€400k,Centre-Forward,"Nov 10, 2003 (19)",Portugal,"1,83m",right,"Jul 1, 2022","Jun 30, 2024"
Andrew,€2.00m,Goalkeeper,"Jul 1, 2001 (21)",Brazil,"1,89m",right,"Jul 20, 2021","Jun 30, 2026"
Stanislav Kritsyuk,€1.50m,Goalkeeper,"Dec 1, 1990 (32)",Russia,"1,92m",right,"Jul 1, 2022","Jun 30, 2025"
Brian Araújo,€200k,Goalkeeper,"Apr 29, 2000 (22)",Portugal,"1,89m",right,"Jul 1, 2019","Jun 30, 2025"
Tomás Araújo,€3.00m,Centre-Back,"May 16, 2002 (20)",Portugal,"1,87m",right,"Jul 27, 2022","Jun 30, 2023"
Gabriel Pereira,€500k,Centre-Back,"May 7, 2000 (22)",Brazil,"1,88m",right,"Jan 30, 2023","Jun 30, 2026"
Né Lopes,€400k,Centre-Back,"May 29, 2000 (22)",Portugal,"1,85m",right,"Jul 1, 2018","Jun 30, 2024"
Rúben Fernandes,€100k,Centre-Back,"May 6, 1986 (36)",Portugal,"1,87m",right,"Jul 1, 2019","Jun 30, 2023"
Adrián Marín,€1.50m,Left-Back,"Jan 9, 1997 (26)",Spain,"1,87m",left,"Aug 13, 2022","Jun 30, 2024"
Henrique Gomes,€300k,Left-Back,"Nov 30, 1995 (27)",Portugal,"1,85m",left,"Jul 1, 2019","Jun 30, 2023"
Lucas Barros,€250k,Left-Back,"Aug 21, 1999 (23)",Brazil,"1,80m",left,"Jul 2, 2022","Jun 30, 2025"
Zé Carlos,€800k,Right-Back,"Jul 31, 1998 (24)",Portugal,"1,77m",right,"Jan 13, 2023","Jun 30, 2022"
Carraça,€800k,Right-Back,"Mar 1, 1993 (30)",Portugal,"1,77m",right,"Jul 27, 2022","Jun 30, 2023"
Vitor Carvalho,€1.50m,Defensive Midfield,"May 27, 1997 (25)",Brazil,"1,83m",right,"Jul 1, 2021","Jun 30, 2024"
Giorgi Aburjania,€800k,Defensive Midfield,"Jan 2, 1995 (28)",Georgia,"1,86m",both,"Jul 2, 2021","Jun 30, 2023"
Pedro Tiba,€300k,Central Midfield,"Aug 31, 1988 (34)",Portugal,"1,74m",right,"Jul 1, 2022","Jun 30, 2024"
Roan Wilson,€250k,Central Midfield,"May 1, 2002 (20)",Costa Rica,"1,84m",right,"Jan 28, 2023","Jun 30, 2024"
Kanya Fujimoto,€2.00m,Attacking Midfield,"Jul 1, 1999 (23)",Japan,"1,76m",left,"Jul 1, 2022","Jun 30, 2025"
Kevin Villodres,€1.00m,Left Winger,"Feb 26, 2001 (22)",Spain,"1,73m",both,"Jul 23, 2022","Jun 30, 2023"
Marlon,€350k,Left Winger,"Sep 15, 1997 (25)",Brazil,"1,76m",right,"Jan 1, 2023","Jun 30, 2025"
Murilo de Souza,€800k,Right Winger,"Oct 31, 1994 (28)",Brazil,"1,76m",left,"Jul 10, 2021","Jun 30, 2024"
Juan Manuel Boselli,€500k,Right Winger,"Nov 9, 1999 (23)",Uruguay,"1,74m",left,"Jul 15, 2022","Jun 30, 2025"
Bilel Aouacheria,€300k,Right Winger,"Apr 2, 1994 (29)",France,"1,82m",both,"Jul 1, 2021","Jun 30, 2023"
Fran Navarro,€8.00m,Centre-Forward,"Feb 3, 1998 (25)",Spain,"1,79m",right,"Jul 1, 2021","Jun 30, 2024"
Ali Alipour,€1.20m,Centre-Forward,"Nov 11, 1995 (27)",Iran,"1,81m",both,"Jul 1, 2022","Jun 30, 2024"
Depú,€200k,Centre-Forward,"Jan 8, 2000 (23)",Angola,"1,87m",right,"Jan 31, 2023","Jun 30, 2026"
Giorgi Makaridze,€700k,Goalkeeper,"Mar 31, 1990 (33)",Georgia,"1,94m",right,"Jan 11, 2023",-
Matous Trmal,€700k,Goalkeeper,"Oct 2, 1998 (24)",Czech Republic,"1,92m",right,"Jul 24, 2022","Jun 30, 2023"
Marcelo Carné,€250k,Goalkeeper,"Feb 6, 1990 (33)",Brazil,"1,88m",right,"Jan 1, 2023","Jun 30, 2025"
Pedro Teixeira,€100k,Goalkeeper,"Nov 20, 2001 (21)",Portugal,"1,92m",right,"Jul 1, 2021","Jun 30, 2025"
Matheus Costa,€500k,Centre-Back,"Jan 26, 1995 (28)",Brazil,"1,88m",right,"Jul 1, 2021","Jun 30, 2026"
Moisés Mosquera,€300k,Centre-Back,"May 24, 2001 (21)",Colombia,"1,88m",right,"Jul 1, 2022","Jun 30, 2025"
Renê Santos,€300k,Centre-Back,"Apr 21, 1992 (30)",Brazil,"1,87m",both,"Jan 1, 2023","Jun 30, 2023"
Gonçalo Cardoso,€300k,Centre-Back,"Oct 21, 2000 (22)",Portugal,"1,86m",left,"Sep 1, 2022","Jun 30, 2024"
Zainadine,€200k,Centre-Back,"Jun 24, 1988 (34)",Mozambique,"1,80m",right,"Jan 1, 2018","Jun 30, 2024"
Vítor Costa,€600k,Left-Back,"Jul 1, 1994 (28)",Brazil,"1,82m",left,"Jul 23, 2021","Jun 30, 2024"
China,€300k,Left-Back,"Jul 7, 1992 (30)",Portugal,"1,79m",left,"Jul 1, 2016","Jun 30, 2023"
Cláudio Winck,€700k,Right-Back,"Apr 15, 1994 (28)",Brazil,"1,84m",right,"Sep 15, 2020","Jun 30, 2023"
Paulinho,€300k,Right-Back,"Jul 13, 1991 (31)",Portugal,"1,76m",right,"Nov 3, 2022","Jun 30, 2024"
Rafael Brito,€700k,Defensive Midfield,"Jan 19, 2002 (21)",Portugal,"1,83m",right,"Jul 1, 2022","Jun 30, 2023"
Diogo Mendes,€500k,Defensive Midfield,"Jan 24, 1998 (25)",Portugal,"1,82m",right,"Jul 2, 2021","Jun 30, 2026"
Val Soares,€450k,Defensive Midfield,"Mar 12, 1997 (26)",Brazil,"1,76m",right,"Jan 2, 2023","Jun 30, 2025"
João Afonso,€400k,Defensive Midfield,"Feb 9, 1995 (28)",Brazil,"1,81m",right,"Jul 3, 2022","Jun 30, 2024"
André Teles,€100k,Central Midfield,"Apr 6, 1997 (26)",Portugal,"1,80m",both,"Jul 1, 2022","Jun 30, 2023"
Xadas,€1.50m,Attacking Midfield,"Dec 2, 1997 (25)",Portugal,"1,79m",left,"Jul 13, 2021","Jun 30, 2024"
Félix Correia,€1.20m,Left Winger,"Jan 22, 2001 (22)",Portugal,"1,78m",right,"Jan 31, 2023","Jun 30, 2023"
André Vidigal,€1.00m,Left Winger,"Aug 17, 1998 (24)",Portugal,"1,76m",right,"Jul 1, 2021","Jun 30, 2024"
Geny Catamo,€800k,Left Winger,"Jan 26, 2001 (22)",Mozambique,"1,74m",left,"Sep 1, 2022","Jun 30, 2023"
Léo Pereira,€1.50m,Right Winger,"Jun 29, 2000 (22)",Brazil,"1,72m",right,"Jan 1, 2023","Dec 31, 2023"
Edgar Costa,€100k,Right Winger,"Apr 14, 1987 (35)",Portugal,"1,77m",right,"Jul 8, 2014","Jun 30, 2023"
Stefano Beltrame,€500k,Second Striker,"Feb 8, 1993 (30)",Italy,"1,83m",right,"Jan 15, 2021","Jun 30, 2023"
Pablo Moreno,€1.00m,Centre-Forward,"May 3, 2002 (20)",Spain,"1,78m",right,"Jul 29, 2022","Jun 30, 2024"
Brayan Riascos,€700k,Centre-Forward,"Oct 10, 1994 (28)",Colombia,"1,78m",right,"Jan 1, 2023","Jun 30, 2023"
Chuchu,€600k,Centre-Forward,"May 4, 1998 (24)",Venezuela,"1,87m",left,"Jul 30, 2022","Jun 30, 2023"
Percy Liza,€450k,Centre-Forward,"Apr 10, 2000 (22)",Peru,"1,85m",right,"Sep 1, 2022","Jun 30, 2023"
Antonio Adán,€1.50m,Goalkeeper,"May 13, 1987 (35)",Spain,"1,90m",left,"Aug 20, 2020","Jun 30, 2024"
Franco Israel,€1.00m,Goalkeeper,"Apr 22, 2000 (22)",Uruguay,"1,90m",right,"Jul 5, 2022","Jun 30, 2027"
André Paulo,€100k,Goalkeeper,"Dec 18, 1996 (26)",Portugal,"1,88m",right,"Jul 1, 2022","Jun 30, 2023"
Gonçalo Inácio,€25.00m,Centre-Back,"Aug 25, 2001 (21)",Portugal,"1,85m",left,"Jul 1, 2020","Jun 30, 2026"
Jerry St. Juste,€13.00m,Centre-Back,"Oct 19, 1996 (26)",Netherlands,"1,86m",right,"Jul 1, 2022","Jun 30, 2026"
Sebastián Coates,€6.00m,Centre-Back,"Oct 7, 1990 (32)",Uruguay,"1,96m",right,"Feb 2, 2017","Jun 30, 2024"
Ousmane Diomande,€4.00m,Centre-Back,"Dec 4, 2003 (19)",Cote d'Ivoire,"1,90m",right,"Jan 31, 2023","Jun 30, 2027"
Luís Neto,€800k,Centre-Back,"May 26, 1988 (34)",Portugal,"1,85m",right,"Jul 1, 2019","Jun 30, 2023"
Tiago Ilori,€600k,Centre-Back,"Feb 26, 1993 (30)",Portugal,"1,90m",right,"Jan 29, 2019","Jun 30, 2023"
Matheus Reis,€8.00m,Left-Back,"Feb 18, 1995 (28)",Brazil,"1,84m",left,"Jul 1, 2021","Jun 30, 2025"
Nazinho,€1.00m,Left-Back,"Jul 20, 2003 (19)",Portugal,"1,80m",left,"Jul 1, 2022","Jun 30, 2024"
Héctor Bellerín,€8.00m,Right-Back,"Mar 19, 1995 (28)",Spain,"1,78m",right,"Jan 31, 2023","Jun 30, 2023"
Ricardo Esgaio,€3.50m,Right-Back,"May 16, 1993 (29)",Portugal,"1,72m",right,"Jul 3, 2021","Jun 30, 2026"
Gonçalo Esteves,€2.50m,Right-Back,"Feb 27, 2004 (19)",Portugal,"1,71m",right,"Jul 8, 2021","Jun 30, 2024"
Manuel Ugarte,€25.00m,Defensive Midfield,"Apr 11, 2001 (21)",Uruguay,"1,82m",right,"Aug 9, 2021","Jun 30, 2026"
Hidemasa Morita,€10.00m,Defensive Midfield,"May 10, 1995 (27)",Japan,"1,77m",right,"Jul 1, 2022","Jun 30, 2026"
Mateo Tanlongo,€2.50m,Defensive Midfield,"Aug 12, 2003 (19)",Argentina,"1,83m",right,"Jan 5, 2023","Jun 30, 2027"
Dário Essugo,€2.00m,Defensive Midfield,"Mar 14, 2005 (18)",Portugal,"1,78m",right,-,"Jun 30, 2025"
Eduardo Henrique,€1.50m,Defensive Midfield,"May 17, 1995 (27)",Brazil,"1,86m",right,"Jul 2, 2019","Jun 30, 2024"
Daniel Bragança,€5.00m,Central Midfield,"May 27, 1999 (23)",Portugal,"1,69m",left,"Aug 3, 2020","Jun 30, 2025"
Sotiris Alexandropoulos,€3.00m,Central Midfield,"Nov 26, 2001 (21)",Greece,"1,86m",both,"Aug 29, 2022","Jun 30, 2027"
Mateus Fernandes,€1.50m,Attacking Midfield,"Jul 10, 2004 (18)",Portugal,"1,78m",right,-,"Jun 30, 2027"
Pedro Gonçalves,€30.00m,Left Winger,"Jun 28, 1998 (24)",Portugal,"1,73m",right,"Aug 18, 2020","Jun 30, 2026"
Nuno Santos,€12.00m,Left Winger,"Feb 13, 1995 (28)",Portugal,"1,77m",left,"Aug 21, 2020","Jun 30, 2025"
Arthur Gomes,€4.00m,Left Winger,"Jul 3, 1998 (24)",Brazil,"1,74m",right,"Sep 5, 2022","Jun 30, 2027"
Jovane,€3.50m,Left Winger,"Jun 14, 1998 (24)",Cape Verde,"1,74m",right,"Jul 1, 2018","Jun 30, 2025"
Rochinha,€2.50m,Left Winger,"May 3, 1995 (27)",Portugal,"1,69m",right,"Jul 5, 2022","Jun 30, 2026"
Marcus Edwards,€25.00m,Right Winger,"Dec 3, 1998 (24)",England,"1,68m",left,"Jan 31, 2022","Jun 30, 2026"
Trincão,€15.00m,Right Winger,"Dec 29, 1999 (23)",Portugal,"1,84m",left,"Jul 13, 2022","Jun 30, 2023"
Issahaku Fatawu,€3.00m,Right Winger,"Mar 8, 2004 (19)",Ghana,"1,77m",left,"Jul 1, 2022","Jun 30, 2027"
Paulinho,€8.00m,Centre-Forward,"Nov 9, 1992 (30)",Portugal,"1,87m",left,"Jan 31, 2021","Jun 30, 2026"
Chermiti,€3.00m,Centre-Forward,"May 24, 2004 (18)",Portugal,"1,92m",right,"Jan 10, 2023","Jun 30, 2027"
Rodrigo Ribeiro,€3.00m,Centre-Forward,"Apr 28, 2005 (17)",Portugal,"1,85m",right,-,"Jun 30, 2025"
Dani Figueira,€1.50m,Goalkeeper,"Jul 20, 1998 (24)",Portugal,"1,89m",right,"Jul 1, 2019","Jun 30, 2025"
Pedro Silva,€400k,Goalkeeper,"Feb 13, 1997 (26)",Portugal,"1,89m",right,"Aug 11, 2022","Jun 30, 2025"
Jota Oliveira,€200k,Goalkeeper,"Sep 18, 2002 (20)",Portugal,"1,85m",right,"Jul 1, 2022","Jun 30, 2023"
Pedro Álvaro,€900k,Centre-Back,"Mar 2, 2000 (23)",Portugal,"1,87m",right,"Jul 3, 2022","Jun 30, 2025"
Bernardo Vital,€800k,Centre-Back,"Dec 29, 2000 (22)",Portugal,"1,87m",right,"Jul 1, 2021","Jun 30, 2025"
